UF;Total de Leitos
RJ;57
RJ;301
BA;255
BA;348
SP;363
SP;174
SP;195
SP;162
SP;79
SP;88
SP;166
SP;301
SP;132
SP;285
RJ;282
RJ;390
SP;228
SP;63
BA;238
MG;208
PR;136
SP;208
SP;300
RJ;136
GO;250
CE;215
SP;567
SP;302
SP;128
SP;100
SP;126
SP;247
SP;633
SP;1.134
SP;120
SP;144
SP;133
SP;416
SP;119
SP;128
AM;540
RS;497
AM;132
AM;211
RS;168
RJ;271
SP;210
MG;416
RJ;249
RJ;175
RJ;242
RJ;110
RJ;350
RJ;174
MG;73
SP;218
SP;119
BA;17
TO;36
CE;56
PR;150
RS;252
RN;185
ES;444
MG;240
MG;220
SP;40
PE;472
PI;180
ES;84
SP;160
RJ;204
RJ;405
ES;96
RJ;276
RJ;367
RJ;247
SP;160
SP;150
SP;94
SC;182
GO;68
MS;270
BA;164
PE;74
RJ;37
RS;110
RS;128
RJ;108
PE;90
RS;105
RS;252
PR;184
SC;230
MG;149
MG;250
AL;219
GO;42
CE;41
SP;90
CE;39
PR;289
BA;300
SC;46
SC;75
MG;161
RJ;80
SC;200
SP;121
SP;15
PR;92
SC;119
MT;68
PA;23
GO;18
MG;31
PR;284
PR;591
RO;40
MT;40
GO;32
MG;156
RJ;30
RS;50
BA;305
RJ;204
PE;135
PR;216
RJ;50
PR;111
MG;182
PR;130
RJ;88
PB;180
PI;96
MT;53
RJ;260
MG;50
MG;90
SP;300
SP;480
RS;80
PR;177
RJ;80
MS;90
RJ;58
RR;22
AL;29
GO;51
BA;32
MG;111
ES;30
MT;102
PR;655
SC;47
SC;70
MG;52
MG;136
MA;43
MG;95
TO;79
MG;51
SP;27
MG;100
ES;68
TO;190
RS;120
TO;167
MG;65
SP;99
RS;108
MG;145
MG;2
SC;94
SP;170
SC;212
SP;85
PE;54
RJ;50
CE;330
PR;136
RS;300
MG;55
RJ;64
SP;116
MG;48
SP;208
PA;120
MG;96
RJ;34
SP;54
BA;75
MG;85
MG;86
MS;70
RS;68
MG;81
RJ;500
SC;210
SP;150
GO;6
RO;90
MS;214
SC;263
RS;188
RS;252
SP;60
PB;120
PE;104
SP;158
RJ;118
AL;130
RS;250
AL;149
SP;32
PR;224
PR;207
PR;114
PR;267
RJ;74
GO;672
SC;104
SP;196
MG;30
RS;222
RS;765
RS;90
PA;65
SP;120
SP;150
PR;181
PE;350
RS;230
SP;265
MT;70
RO;90
PE;150
SP;31
RS;56
BA;64
RS;113
MG;176
SP;150
PR;280
SP;140
SP;189
RS;208
RS;145
SP;226
MA;134
DF;120
ES;104
SP;110
MT;50
RJ;260
PR;32
PR;126
MG;82
MG;146
PA;18
SP;39
RO;78
MG;70
MG;22
PR;90
SC;500
RJ;548
SC;267
RO;30
MT;110
GO;50
MG;70
GO;10
RO;56
RO;121
RO;40
TO;53
RJ;80
CE;222
MG;250
RS;22
MG;32
RO;35
SP;18
MS;100
RS;200
SE;170
PA;150
MG;100
RS;179
CE;130
BA;134
SP;65
BA;85
MG;40
MG;110
SP;60
PR;46
MG;26
MT;17
BA;98
SC;32
PR;58
AC;78
BA;96
TO;52
MG;36
PR;41
SP;382
PR;30
AC;62
MT;66
GO;80
RJ;104
MG;69
RS;26
RS;100
RS;49
MS;64
SP;64
MG;17
RS;235
PA;26
SC;70
AL;41
SC;89
MS;60
SC;18
SC;76
SC;162
RJ;58
RJ;60
ES;130
SP;46
MG;191
SC;326
SP;434
SP;202
SP;113
MG;68
MS;76
RR;175
PR;68
SP;410
RS;91
PR;60
GO;16
PI;352
MG;164
MG;73
MG;144
RS;207
MT;72
PR;37
MG;69
MG;146
RS;256
SP;300
PE;100
BA;149
GO;10
MG;58
RJ;68
PE;40
SP;350
BA;44
MG;35
MG;80
SP;132
RS;230
SP;200
SP;16
MG;50
SP;132
RJ;140
GO;27
RO;700
MG;90
MG;44
MG;200
MG;105
SP;220
MG;36
SP;189
SP;19
RJ;240
RJ;199
SP;52
SC;50
RJ;240
RJ;36
SP;240
GO;45
PB;90
MG;180
MG;187
MG;450
RJ;360
MG;145
BA;93
RO;20
PR;140
SP;59
MG;108
BA;36
TO;47
SP;56
RJ;120
RS;22
SP;24
ES;65
SP;31
RS;50
MG;215
MG;260
GO;50
SP;29
RJ;52
RJ;681
PR;13
MG;76
RS;189
RS;144
RO;26
SP;270
SP;91
RJ;210
MS;143
SC;160
ES;127
MG;146
SC;220
RS;83
MT;95
RS;157
MG;300
PA;63
RJ;220
MG;58
PR;153
PR;450
PR;91
MG;155
RJ;268
SC;301
RS;180
RJ;314
SP;86
RJ;140
PA;327
MG;342
SC;190
MG;74
MT;50
SC;305
PB;120
RS;110
PR;96
DF;120
MG;44
RJ;20
RJ;56
RS;60
RS;163
SP;85
SP;46
SC;486
SC;506
SP;55
RJ;52
MG;50
GO;107
AL;52
SP;144
SP;100
SP;341
SP;341
SP;83
RS;66
MG;73
MG;31
SC;156
MG;60
SP;106
RS;90
RO;30
RS;88
RS;148
PA;144
TO;66
RS;180
RJ;35
ES;92
AL;271
GO;38
ES;184
SP;482
CE;150
SP;300
MG;84
BA;100
MG;75
MT;50
SP;130
SP;35
AM;35
SP;308
AM;60
RO;22
MG;129
PE;183
RS;320
RS;130
RS;140
RS;176
RS;88
MG;110
RJ;36
PA;14
RS;192
RS;269
RS;409
RS;179
RS;270
RS;174
AL;144
GO;190
SC;120
SC;58
SC;109
MG;40
MT;44
RS;424
SC;321
MS;96
MG;38
GO;100
MG;22
PR;124
RJ;99
SP;38
PR;60
PE;36
SP;66
PI;102
BA;70
AC;36
PE;150
MG;150
MG;180
PR;65
PR;46
MG;90
AC;130
SP;25
AL;28
PA;35
SP;28
MG;30
PE;296
PR;80
TO;26
MG;210
SP;501
SP;210
SP;24
PR;70
GO;72
AC;72
PR;28
MT;132
MT;72
SP;210
BA;180
SP;18
RJ;65
MG;61
SC;90
MG;111
SP;60
RJ;72
SP;48
MG;20
ES;120
RJ;130
SP;164
MS;206
SP;158
MT;55
SP;150
CE;58
RO;45
RJ;45
RJ;84
PR;78
MG;104
AM;32
MS;178
RJ;54
GO;20
SP;58
ES;100
SP;70
PA;149
MG;75
BA;148
SC;75
MS;140
SP;33
SP;160
SP;129
SP;270
MG;58
RS;85
RJ;378
SP;70
RJ;76
SP;300
PR;144
MG;80
MT;75
SP;27
BA;96
RJ;50
MG;163
RJ;54
ES;82
SP;405
MS;145
MG;240
MG;204
SP;488
PR;153
PR;123
SP;110
PE;220
SP;295
SP;252
SP;233
AL;75
SP;270
DF;594
RS;80
SP;110
PR;104
BA;80
SP;27
SP;176
RJ;86
SP;179
SC;60
GO;78
SP;100
MS;62
RJ;84
PA;67
SP;138
RJ;467
RJ;104
RS;300
RS;340
BA;180
PR;86
RJ;186
BA;68
PI;44
MG;80
MS;70
MS;270
RN;40
MS;33
RS;144
MG;240
BA;211
RJ;120
PR;160
TO;50
RJ;100
RS;179
MG;38
MG;162
SP;144
SP;257
MG;72
MG;77
MG;220
MS;75
MS;110
RO;13
SP;54
RJ;136
BA;157
BA;111
RJ;34
RS;72
MG;120
MG;212
RJ;190
MS;60
MS;90
MG;35
MG;80
RS;103
RJ;76
DF;244
DF;189
DF;240
RS;190
MG;90
RS;80
PR;200
SC;27
SC;52
SC;52
PR;146
MG;90
SC;279
SC;672
PR;150
SP;184
ES;138
SP;140
SC;129
RJ;85
BA;46
RJ;120
RN;110
MG;80
MS;88
MT;136
ES;62
PE;352
SP;277
BA;550
RO;50
SP;123
RJ;192
RJ;384
CE;28
SP;29
RN;245
SP;55
CE;360
AL;68
MT;90
RO;92
SP;28
SC;300
RJ;28
AL;12
MS;80
RJ;50
MS;99
MS;72
SP;56
AM;70
RS;183
RS;64
MS;90
MS;30
GO;60
RS;50
PB;90
MG;14
PE;90
AL;52
MS;90
MG;52
RJ;60
MG;68
RS;82
MA;70
GO;42
MT;40
GO;70
MG;10
RJ;113
SP;78
RS;80
MG;150
MG;58
CE;50
BA;90
GO;49
ES;90
BA;59
BA;90
SP;56
ES;30
PA;16
MG;38
PB;25
SP;67
PB;72
SP;53
BA;94
ES;80
GO;44
RJ;130
RS;84
SP;84
PA;75
BA;150
SP;51
BA;226
AL;290
RJ;120
RJ;129
ES;300
MS;54
MG;33
MG;70
RS;124
SC;56
MG;50
RS;125
MG;21
MT;24
SP;138
BA;168
MG;20
RS;262
PR;260
MG;30
PR;126
AM;54
MT;96
MG;32
RS;105
RS;84
MS;80
AL;80
MG;95
BA;148
RO;90
MG;100
SC;135
SC;188
SC;130
GO;99
PB;38
TO;62
MG;34
PA;135
RJ;48
SP;111
SC;215
RJ;64
BA;62
MG;120
PR;47
PR;66
SP;50
MG;40
PA;45
BA;86
RJ;213
RJ;56
AL;65
RJ;40
SC;49
PA;23
SC;60
MG;53
TO;60
MS;109
RJ;90
RO;14
SP;44
RJ;140
SP;120
PR;70
RO;119
PR;40
BA;118
RJ;500
RN;320
SC;236
SP;360
AM;96
PA;411
MG;79
MG;27
SP;27
PA;121
PA;75
SC;92
PR;126
RS;40
PR;82
PR;250
BA;66
RJ;53
GO;90
MS;47
PB;46
PR;108
PR;405
PR;163
MG;69
ES;48
RJ;124
RJ;89
PA;55
SP;160
PR;60
MG;55
MG;250
PA;250
MG;134
RJ;58
SP;46
RJ;42
PE;48
RJ;41
MG;83
MG;79
ES;13
ES;75
MT;51
MG;120
SC;283
PR;35
MG;7
MT;105
MS;75
CE;28
MT;44
GO;171
MG;150
RS;304
MG;12
ES;179
MG;80
RJ;204
GO;36
GO;275
GO;259
BA;36
MG;160
SC;94
SP;115
MT;52
PR;90
SP;41
BA;208
RJ;100
RS;360
MG;60
MG;102
MG;19
MG;52
BA;300
PB;51
MG;125
SC;78
BA;53
ES;87
ES;70
GO;60
PB;275
PE;46
SC;116
MG;90
MG;90
PR;132
PR;189
SC;110
PR;212
MG;80
PE;394
SC;92
RJ;45
PB;100
PR;400
SP;228
RJ;51
MT;85
MG;60
SC;198
SC;130
MT;90
MG;36
PR;180
RJ;50
GO;52
MG;40
TO;128
RJ;58
RO;20
SC;62
MT;86
MS;63
ES;130
DF;70
MT;62
MT;49
MG;85
MG;120
MG;143
SP;100
SC;50
MT;45
SC;175
MS;240
MG;100
RJ;62
ES;102
ES;10
BA;200
MG;14
RO;78
MG;110
PR;508
MG;39
RN;587
SC;200
RJ;126
BA;220
PR;32
PR;44
RJ;96
CE;76
RS;72
BA;187
RS;110
SP;66
PB;150
PB;170
MS;70
PR;112
CE;230
SP;120
MG;46
CE;38
RJ;42
PR;75
RS;300
SP;26
RO;80
BA;135
SC;135
GO;51
SP;53
RS;48
RS;30
PR;75
RJ;70
SP;276
SC;86
PB;90
RJ;150
RS;354
BA;133
SP;160
PR;114
ES;260
SP;262
PA;32
MG;130
ES;222
ES;226
PR;120
DF;425
DF;316
DF;436
MG;120
SP;60
RJ;60
RN;40
SC;150
AM;94
AM;424
AM;264
AM;132
RO;10
GO;25
SC;70
MT;30
SC;36
SC;99
CE;84
CE;50
SC;2.604
PI;47
BA;36
CE;28
PA;33
PA;108
MG;29
SP;400
SP;400
SP;656
SP;380
MG;88
SP;31
RJ;76
PR;204
AM;430
SP;170
RJ;137
BA;9
AC;80
SP;159
SP;123
RS;348
RS;170
MG;266
MG;417
BA;340
RS;292
MT;168
PB;93
RS;383
DF;254
RN;154
RS;183
PR;196
RO;24
AM;75
RN;60
CE;48
GO;10
MG;60
BA;32
MG;530
SP;45
PA;21
AL;36
SC;313
SP;62
MG;42
SP;44
SE;28
PR;65
SP;245
RS;300
RS;220
AC;72
PR;72
PE;52
DF;171
SP;156
SP;20
RS;70
RN;67
RJ;22
MA;172
SP;80
RJ;24
SP;111
SC;200
ES;69
GO;38
SP;15
RJ;160
MG;50
RS;132
RJ;178
RJ;662
MA;312
SP;190
SC;263
PB;111
RJ;167
MT;24
AL;12
MG;13
SP;147
SC;412
ES;208
AM;23
PR;33
CE;40
CE;26
AM;21
MG;66
RJ;57
BA;26
AL;90
MG;166
BA;101
MG;132
AM;24
GO;36
RJ;26
AM;414
RJ;224
MG;289
AM;342
RJ;34
PB;33
AC;250
SE;148
SP;312
SP;150
AL;50
AL;74
PB;50
BA;26
CE;616
ES;24
RR;15
MG;26
MG;115
GO;30
SP;52
RJ;15
MT;32
MG;110
MA;30
PR;130
RR;105
SP;80
MG;130
AM;80
SP;360
RJ;120
PR;138
AM;60
AC;361
PE;38
PR;147
MS;120
BA;40
PE;70
BA;46
SP;34
SP;13
SP;40
SP;12
CE;20
MG;25
SP;25
BA;97
MG;13
GO;60
RJ;90
PA;138
BA;94
BA;235
SC;210
TO;20
RO;39
MS;80
CE;6
SC;500
SP;140
SC;350
PA;56
PR;60
SP;394
BA;136
SP;220
SP;200
GO;126
AM;30
AL;33
MA;40
GO;39
CE;4
PB;80
BA;30
RN;12
BA;110
SP;80
MT;26
AC;34
MG;39
MS;62
CE;75
MG;119
MG;56
AC;42
BA;60
AL;22
AC;61
GO;32
SP;44
BA;11
MG;46
CE;95
ES;120
SP;92
GO;60
PI;80
PB;16
PB;55
MG;84
AM;48
PB;78
BA;50
PE;350
AC;23
AC;44
MA;31
MT;47
AL;24
PA;42
AC;40
MG;76
CE;24
SP;31
SP;35
SC;33
MS;20
SC;50
MG;38
SP;22
TO;95
AC;24
GO;477
PR;107
RJ;40
BA;36
BA;52
SP;14
DF;38
MS;216
RS;339
AM;47
SP;28
PB;184
RN;54
SP;12
BA;33
MG;77
CE;194
AL;24
MG;73
PB;21
AL;25
RN;30
SP;10
RN;45
AL;106
MT;140
CE;150
SP;85
AL;186
AM;92
SP;65
CE;14
AM;52
AM;20
MG;99
CE;165
MG;54
MG;330
CE;138
PE;75
MG;158
CE;18
PB;45
RJ;22
RS;42
MG;163
SP;56
TO;286
CE;25
MG;200
BA;30
CE;140
MG;30
BA;69
MA;39
PR;76
MT;76
MG;125
AC;14
SC;177
AM;150
PI;41
MT;110
RJ;88
AM;30
AM;18
RJ;183
CE;192
BA;51
RO;14
CE;14
AM;25
AM;17
MG;91
GO;21
AP;21
CE;22
CE;34
CE;26
CE;26
CE;65
SP;11
SP;6
MG;27
BA;75
MG;28
MG;32
MT;16
CE;32
PA;40
AM;20
ES;30
BA;240
MT;51
MG;140
MS;450
MS;130
GO;33
CE;69
SC;978
SC;864
RS;132
AL;36
RJ;60
PE;5
SE;72
BA;95
GO;48
CE;67
PB;48
AM;18
RO;19
PR;100
ES;87
MA;128
PA;79
AC;69
RJ;34
GO;98
SC;157
MT;56
CE;22
BA;60
AL;34
RJ;20
AM;50
MG;215
PR;240
BA;32
CE;37
BA;20
BA;18
MS;22
SP;34
MT;40
CE;14
BA;14
MG;42
CE;60
SP;12
AM;8
RJ;24
TO;14
MT;14
MS;18
MT;97
GO;25
SP;39
GO;150
AL;8
ES;14
BA;107
MG;30
RR;30
GO;17
BA;168
MT;26
MG;57
MG;24
MG;21
MG;173
GO;28
PR;77
SC;280
SC;40
CE;14
MS;30
RJ;29
BA;33
PA;13
RJ;43
MG;80
PR;210
RJ;54
RS;210
MG;15
AL;15
RJ;80
MT;10
GO;35
BA;29
CE;45
PB;20
BA;41
SP;20
MT;56
GO;30
SP;4
RR;18
MG;48
DF;28
BA;44
RS;8
CE;42
MT;75
BA;27
MS;80
RN;20
MG;50
GO;40
PE;80
RJ;50
GO;44
MA;60
BA;110
BA;60
PB;75
AL;20
AL;18
AC;26
AL;45
SE;24
MG;40
SC;252
TO;26
PR;38
AL;35
RJ;28
BA;30
SP;90
AM;40
PR;60
PB;54
AL;32
MG;60
MG;60
BA;10
CE;38
GO;128
SC;28
RS;87
BA;51
SP;25
PB;10
AL;37
CE;26
MS;36
ES;328
RN;74
MG;12
BA;30
BA;130
RO;10
BA;81
SP;46
SP;54
GO;3
SP;10
MG;45
SP;76
PE;64
CE;147
BA;38
PE;50
MA;14
SP;100
MG;24
RN;42
AM;58
RJ;26
BA;39
RO;35
CE;72
CE;12
AC;60
PA;100
RJ;52
PR;90
MA;47
PB;170
PB;190
MG;30
MG;512
CE;100
RO;78
SP;150
TO;33
CE;42
MA;90
SP;182
MG;80
CE;72
AL;18
SP;75
MA;18
PB;87
MA;275
MT;128
AC;78
PE;84
CE;40
BA;41
AL;28
BA;178
SP;9
AP;66
SP;90
PR;736
AM;21
AL;18
BA;25
AL;20
SC;70
BA;48
SP;60
PA;211
CE;8
CE;12
SC;35
BA;56
SP;76
RS;60
GO;42
RJ;156
PR;49
GO;27
PR;148
MG;52
RJ;49
SP;14
SP;164
ES;34
GO;32
BA;21
MG;96
AM;40
AC;48
BA;42
BA;12
SP;62
PI;60
RJ;270
RJ;30
RJ;26
SP;24
PB;62
MG;26
BA;24
RJ;14
SP;42
AM;57
PI;28
AL;16
RJ;120
CE;265
AL;48
AP;37
SP;160
BA;118
RJ;30
SP;87
BA;1.100
PE;56
PR;169
MS;25
SP;145
CE;18
AM;144
AM;370
SC;82
RJ;3
MT;140
CE;198
MT;70
SP;48
SP;90
AM;45
MT;260
SP;72
RJ;114
TO;163
MS;110
MS;200
RJ;102
RN;42
RN;58
PR;130
PE;21
RS;70
PR;82
CE;27
CE;45
MG;43
MG;31
MA;16
MG;185
MT;64
MG;75
SC;130
AL;540
RJ;57
PB;90
RS;60
CE;144
RJ;84
DF;940
RJ;175
CE;122
PB;207
MG;223
DF;395
MG;224
DF;532
RN;228
ES;319
RN;213
PA;273
RJ;212
PA;273
MG;288
DF;220
GO;34
PE;48
PE;44
GO;50
PA;81
MG;114
PR;170
MA;12
PR;32
RJ;55
BA;65
RJ;77
BA;17
RJ;84
RJ;156
RJ;100
AL;120
CE;46
MA;27
AM;80
MG;150
PR;46
SP;322
MA;12
RN;60
CE;50
RS;3
RJ;70
RJ;24
SC;55
RS;108
CE;22
RJ;24
BA;120
MG;55
CE;23
MG;154
BA;14
SC;128
BA;150
AM;38
PR;50
DF;104
PA;44
RN;66
PR;76
SP;90
RJ;95
MG;50
PR;17
CE;27
RN;22
SP;52
SC;200
SP;503
SP;12
MG;8
RN;72
PR;168
SP;165
SP;199
RJ;699
PR;30
GO;70
GO;62
TO;18
AC;4
MS;40
CE;27
MG;146
MA;64
BA;120
MG;65
RN;23
AM;33
AC;164
AM;53
BA;17
MG;240
GO;22
CE;150
BA;48
PB;26
MG;90
PA;133
MT;36
AL;31
BA;70
SP;432
RJ;32
RJ;32
PE;68
MG;142
BA;287
SC;81
PR;28
PA;35
AL;64
AL;86
RN;18
RS;19
SP;166
RS;8
MG;21
SP;36
SP;20
AL;40
MG;154
RJ;10
MG;42
AL;32
MG;188
MT;250
SC;14
PR;46
AL;12
SC;49
MA;128
MG;190
AM;48
BA;56
SC;40
RJ;38
CE;48
PE;24
AL;19
SP;108
SP;30
BA;180
BA;470
AC;59
SC;212
PE;20
ES;145
SC;130
PR;202
MT;35
MT;100
MG;26
MT;70
SC;50
PR;80
SP;111
SP;155
PB;100
PB;78
PB;292
SP;50
BA;201
AL;30
CE;23
RO;41
MG;36
CE;40
CE;30
RJ;150
BA;30
BA;80
PA;10
PA;42
PB;60
RJ;20
AL;252
MT;101
RJ;64
RJ;230
ES;320
RN;220
RJ;36
MT;86
MT;136
MT;75
MT;279
MT;308
MS;174
RS;144
PR;96
PR;237
PR;98
PR;160
PA;50
MG;132
RJ;120
GO;26
RN;166
BA;75
MA;72
SC;18
RS;96
SP;105
PR;120
PR;205
RN;239
MG;120
AM;191
BA;100
BA;20
SP;708
PR;230
GO;48
MG;21
SP;64
RJ;33
MT;70
RO;18
MG;8
RJ;134
BA;40
RJ;47
ES;108
PA;55
PA;56
BA;48
CE;42
MA;41
RJ;340
RO;26
AL;20
PB;15
SC;62
BA;32
RJ;222
AM;15
RJ;22
GO;57
MT;20
SP;21
PR;90
SP;36
GO;10
CE;34
SP;25
PA;26
RS;120
AL;120
SP;8
RS;14
BA;42
ES;15
GO;60
PR;44
MS;24
MG;80
PE;25
CE;12
BA;50
AL;14
ES;40
BA;32
SC;92
SP;9
AL;27
MS;30
AM;16
PR;43
GO;4
PB;20
GO;136
SP;80
MG;35
PE;15
MG;88
AM;22
SP;120
BA;250
AM;36
BA;23
SP;8
GO;6
RN;34
CE;23
RJ;40
BA;46
GO;16
CE;104
SP;7
MA;94
AL;50
RJ;149
MS;10
MG;24
PR;19
PR;13
SP;6
CE;5
RJ;16
BA;80
GO;16
RO;88
RJ;46
SP;291
SC;14
SP;25
CE;447
AL;30
SC;260
MG;92
PR;331
MA;515
PR;354
BA;48
BA;50
BA;120
BA;250
RO;80
PE;44
PE;96
AP;67
SP;134
AL;521
AL;18
RS;405
AP;78
CE;120
PA;87
CE;20
TO;90
BA;37
SC;160
MG;189
SC;78
AM;182
MG;30
RO;75
RN;32
RJ;60
RN;135
PR;100
AL;47
GO;43
GO;100
GO;198
MG;54
MG;40
RO;67
PB;108
RJ;60
BA;58
MG;58
CE;942
CE;563
CE;324
RN;12
MA;42
PR;80
CE;84
RJ;60
BA;29
MG;14
MG;56
BA;350
BA;38
BA;14
RJ;169
SP;80
PA;81
MT;353
RJ;300
RJ;238
AM;55
MS;402
SP;43
MA;14
MG;164
SP;52
GO;40
DF;350
DF;432
GO;70
RR;84
MT;50
AL;48
PI;80
BA;104
GO;24
MG;70
AL;30
CE;38
AL;30
PE;6
MT;108
PA;40
MS;120
MG;500
MG;70
SC;46
SP;357
RJ;43
MS;92
RJ;36
SC;315
MT;17
SC;85
BA;209
BA;236
PB;150
GO;10
RJ;20
BA;150
MG;32
ES;30
AL;32
RJ;25
MS;84
PE;24
MG;45
GO;59
MS;54
BA;95
BA;60
SP;5
CE;20
SP;525
SP;42
MT;37
SP;24
BA;65
PE;30
BA;35
PR;21
SP;65
PR;30
CE;40
CE;18
SC;29
SP;20
SP;43
MG;40
MG;66
MA;25
AL;66
RJ;20
DF;441
PE;10
AC;38
AC;38
GO;10
MG;20
PR;36
SP;70
SC;45
PR;118
SP;25
ES;1
GO;30
MT;32
PA;182
CE;25
SP;15
BA;436
BA;242
PB;21
RJ;36
BA;37
SP;70
PE;39
MA;57
SP;50
SP;76
MG;40
SP;70
PB;32
SP;37
RO;80
MG;40
RJ;27
SP;9
BA;30
SP;77
PE;24
CE;45
SP;55
SP;37
BA;70
MG;90
MS;35
BA;16
TO;36
PA;95
AM;24
BA;50
SP;22
PR;113
RJ;18
GO;50
GO;18
PB;45
MG;38
BA;38
BA;56
CE;144
CE;70
CE;77
RJ;52
MG;17
SP;13
MA;54
PE;8
RJ;18
SP;24
AM;8
MS;60
BA;35
MS;32
GO;24
PB;30
MT;54
MG;32
AL;42
PR;11
RJ;52
SP;50
SP;9
PE;49
SP;71
CE;6
SC;200
PR;40
AM;12
RN;78
CE;31
CE;28
CE;48
PI;154
MT;40
MG;22
CE;27
MG;73
RS;65
GO;59
RR;27
RN;122
SP;9
RJ;60
SP;138
TO;60
MG;32
CE;10
AC;20
CE;18
MT;23
PE;251
AM;34
MG;11
CE;24
PR;27
SC;30
AM;62
RJ;12
AL;8
SP;9
PB;40
PE;12
PB;38
BA;160
PE;52
CE;16
BA;27
PE;56
RS;19
SP;59
CE;54
RN;11
PA;20
PR;16
MT;34
MT;46
PE;25
RN;32
PE;11
SP;87
MG;45
MS;248
BA;68
AC;65
GO;10
PR;80
MG;100
BA;35
BA;40
BA;26
RN;20
RJ;18
SC;14
SC;17
BA;114
CE;21
CE;59
SC;60
BA;57
AM;64
SC;56
GO;6
PR;50
AL;76
MG;60
GO;12
PA;90
GO;15
SP;800
SP;200
CE;509
GO;6
SP;9
GO;10
SC;98
PR;52
MG;52
MS;16
MS;47
CE;14
GO;85
SP;36
SC;180
RJ;51
PE;40
BA;70
SC;55
MT;200
RS;60
GO;30
TO;36
TO;41
MT;50
SP;94
RJ;80
PR;39
MS;44
RJ;37
SC;40
MG;32
PB;62
ES;224
SC;130
BA;56
PB;30
MG;52
SC;56
SP;30
RJ;237
AL;24
CE;106
CE;321
RN;312
SP;17
BA;81
GO;38
MT;83
SC;20
MG;89
PA;22
MS;30
PA;84
BA;45
BA;27
MG;36
AL;67
MG;98
RS;36
SP;16
MG;110
SP;57
MG;41
PR;193
BA;112
MS;62
MG;115
PE;46
MA;42
SC;285
AL;88
AL;220
GO;48
GO;40
RJ;10
PR;38
RJ;53
AL;23
GO;28
CE;38
MG;60
SP;21
PE;45
PA;105
SP;280
MG;111
PI;160
MG;128
MG;64
RO;120
PE;34
SP;446
SP;175
RJ;258
MA;14
ES;50
CE;247
PI;123
GO;216
PA;96
SC;70
AL;240
AM;14
AP;155
ES;60
MT;57
RJ;69
SC;96
SP;22
MT;19
MA;30
RJ;141
AM;119
PR;55
SP;39
RO;13
RJ;40
GO;28
PR;147
AM;30
MA;34
MT;58
RJ;60
AL;40
PA;15
PA;100
MA;37
MA;60
PR;92
MT;65
AM;9
AM;36
AM;30
TO;22
CE;18
PE;50
RO;21
AL;63
PR;42
RJ;132
GO;528
TO;72
PE;274
SP;21
MA;12
SP;12
AL;140
SP;210
SP;400
SP;225
SP;177
SP;281
SP;288
SP;336
SP;292
SP;700
SP;800
SP;400
SP;450
AP;112
MG;108
CE;12
SP;545
MT;58
MS;120
GO;1.994
GO;700
GO;860
RO;70
MG;35
RS;129
MG;183
RJ;290
AM;20
MA;40
AL;28
PR;56
MT;44
RO;36
RN;120
MT;88
AC;18
RJ;60
AC;32
SP;124
AC;120
AC;18
AM;80
RN;145
MG;130
CE;17
MA;36
MG;5
RJ;26
AM;60
AL;20
SC;40
RS;35
RS;210
RS;133
PR;52
MT;46
PR;58
CE;71
PR;48
MT;38
CE;36
GO;64
RJ;336
SC;34
PR;120
SP;32
PE;44
MG;110
PR;348
MG;51
RJ;120
RJ;230
GO;34
GO;110
SP;119
RJ;36
BA;80
SP;60
CE;6
CE;23
RJ;20
PA;250
MA;54
RJ;30
AC;20
CE;16
RJ;50
AC;135
MA;15
RJ;3
BA;16
BA;38
SC;210
GO;12
PA;25
BA;57
RO;44
AM;45
SP;9
SP;39
RJ;43
MA;180
PR;30
RJ;271
PR;15
SC;207
SC;197
SP;230
AM;66
RS;80
SP;96
PR;68
SP;100
PE;40
BA;44
SC;50
RJ;24
BA;65
RS;116
RS;168
SP;276
BA;200
CE;82
SP;550
MA;71
MG;95
MG;43
MG;47
DF;70
RJ;144
RN;189
SP;58
SP;32
SC;30
SC;22
MG;38
RJ;34
TO;116
PE;63
PE;44
BA;50
SC;60
SC;400
SP;476
SP;90
SP;60
AL;80
PR;156
PR;250
GO;16
BA;96
AP;46
MA;16
AL;203
AL;26
MG;151
SP;320
SP;90
RO;22
PE;40
RR;110
RR;60
MG;141
SP;24
PA;35
AM;34
AC;23
AM;30
RN;56
CE;20
AC;30
AC;34
BA;40
AM;36
BA;120
BA;40
PE;30
RJ;50
MG;51
BA;110
MT;60
PA;30
GO;213
RS;128
CE;52
AL;56
MG;60
CE;203
CE;15
PR;328
PA;30
SP;120
CE;103
GO;30
BA;291
CE;60
MG;75
CE;26
PI;50
SP;56
MG;40
AC;58
MG;200
CE;16
PB;64
PB;99
RO;32
CE;16
RJ;40
MG;222
PR;84
PA;64
MT;60
MT;67
PE;9
BA;9
MT;24
PE;40
MG;80
SP;22
AM;50
PE;80
SP;20
AL;32
SP;108
PA;138
ES;28
SP;215
GO;16
RN;260
MG;32
SP;9
BA;60
MG;44
MS;32
MG;20
BA;79
PI;7
RN;400
RN;45
SP;10
SC;46
BA;368
RJ;100
GO;16
PR;124
PR;73
AL;104
SE;224
MT;67
CE;141
MG;60
SP;65
ES;328
GO;50
PR;120
PE;53
SP;11
CE;48
PR;48
PI;50
AM;93
SP;78
GO;120
SP;100
SC;170
GO;88
SC;600
PR;93
MG;27
GO;72
MS;43
SP;23
SP;105
MG;30
TO;125
CE;20
SP;220
