UF;Total de Leitos
ES;44
ES;40
CE;24
SP;42
MG;25
SP;57
SP;12
SP;38
MG;62
RO;37
PE;28
BA;280
AM;30
BA;16
GO;22
SP;39
GO;64
BA;470
GO;24
MG;96
GO;48
MS;65
RS;300
SC;60
GO;12
AC;78
BA;29
CE;24
MA;33
AL;22
SP;6
MS;190
PB;54
RJ;40
PB;30
RS;34
RJ;42
AM;12
GO;20
GO;70
PB;38
CE;54
MG;20
MG;23
MG;23
SP;28
MA;348
RJ;885
RJ;681
RJ;273
RJ;247
RJ;368
RJ;729
RJ;705
RJ;120
RJ;370
RJ;314
DF;210
RJ;401
RJ;304
DF;240
RJ;1.196
SP;120
RJ;132
SP;60
GO;10
PA;51
MG;51
SP;21
RS;100
GO;70
MG;20
PE;50
SP;219
PR;48
SC;165
MS;35
CE;43
CE;12
MG;15
AL;24
AL;7
RJ;50
AL;104
GO;5
MG;46
MS;75
BA;60
BA;60
PR;44
MG;34
SC;48
MS;64
BA;32
SC;120
PR;214
GO;378
MA;12
MS;76
AL;24
BA;63
CE;18
SP;70
GO;74
MG;150
SP;68
RJ;20
RO;27
AC;26
PE;166
