UF;Total de Leitos
MG;3773
RJ;50
PB;40
RJ;102
PB;269
MT;23
CE;48
RJ;50
RJ;50
PE;25
BA;12
RJ;50
RJ;60
RJ;50
RJ;86
RJ;100
RJ;112
RJ;56
RJ;42
MG;42
CE;7
RJ;42
RJ;57
MG;40
MG;187
RJ;53
ES;4
RJ;52
RJ;50
RJ;52
MT;41
MA;10
SC;34
AL;33
PB;56
SC;18
RJ;540
RJ;414
RS;30
MT;50
SP;45
RN;25
SP;24
SP;23
RJ;14
PA;23
PB;14
RJ;10
RJ;14
RJ;72
GO;80
RJ;60
RJ;32
BA;34
RJ;35
BA;27
RJ;58
CE;28
RJ;60
SP;110
SP;150
PB;186
RJ;60
SP;44
SP;44
CE;14
BA;40
MG;30
RN;30
ES;20
BA;57
SC;4
MA;20
RO;120
MG;15
AM;65
MT;39
CE;20
MA;10
SC;20
MT;24
PR;16
SP;10
SP;40
SP;30
PE;58
TO;83
PE;41
GO;10
PA;36
SC;25
RJ;120
SC;20
RJ;104
RS;70
MT;42
MT;80
PA;50
BA;29
AM;48
CE;16
CE;14
MT;40
RN;20
RJ;6
MA;162
PE;21
GO;8
BA;26
PI;18
GO;60
BA;28
TO;28
SP;110
PE;8
RJ;62
SP;30
SP;59
AP;7
RS;49
RS;71
SC;54
RS;6
SP;60
MG;16
GO;51
CE;103
SP;308
MG;18
AM;31
RJ;16
CE;42
SP;36
BA;27
RJ;25
SC;26
SC;6
GO;23
MG;30
PE;55
CE;26
SP;53
PR;40
PR;28
SP;54
SP;47
MG;8
RJ;14
PE;64
BA;49
MG;18
CE;34
PA;4
RJ;20
PI;28
SE;20
PR;126
SP;15
RR;7
SP;55
BA;12
RJ;30
PA;26
AL;7
BA;140
MT;14
MG;120
RO;65
RJ;50
SC;30
PE;39
BA;8
SP;14
MS;42
PE;29
AM;10
RJ;174
RJ;242
PR;43
RJ;50
MG;151
GO;27
PI;14
PR;316
RJ;52
BA;52
RJ;30
AM;20
MG;30
SP;20
RJ;462
MA;10
RJ;92
RJ;150
GO;10
SC;245
MG;50
MA;51
MT;75
BA;40
RN;28
RJ;85
AM;18
MG;40
MG;45
PR;35
SP;90
MG;44
MG;64
MG;12
SP;36
RJ;43
GO;11
PR;43
RJ;42
PE;40
SP;40
RJ;800
MT;13
MG;12
CE;88
MT;54
MG;104
RJ;130
SP;10
BA;70
MG;246
SP;10
MG;33
SC;74
PR;35
SP;85
MG;43
SP;55
RJ;314
ES;35
BA;70
GO;10
SP;45
PR;70
RN;54
MG;38
MT;325
RJ;32
SP;21
RJ;45
RJ;215
AL;24
PE;20
SP;24
RJ;50
MA;241
RJ;20
CE;22
PE;36
MS;25
MG;24
PR;72
MG;25
RJ;34
MG;20
MA;41
BA;154
RJ;64
RJ;60
RJ;310
MG;22
BA;31
MG;16
CE;6
CE;20
CE;7
SC;7
GO;20
PE;200
MT;12
MG;13
PI;45
GO;15
SP;41
GO;18
MG;14
RJ;250
SP;28
BA;100
MS;185
GO;33
PA;56
RS;50
SP;10
AM;20
SP;304
RJ;28
RJ;32
BA;30
BA;341
RJ;40
CE;22
BA;42
PR;49
RN;20
MG;35
MA;50
SE;40
AM;22
RJ;662
MT;78
MA;4
PI;20
RN;200
SP;58
MS;20
SP;208
GO;40
BA;10
MG;23
GO;95
RJ;378
RJ;92
BA;90
RS;10
BA;20
PA;25
PB;29
MG;9
RJ;28
GO;76
SP;90
MG;34
AL;28
SC;70
PB;12
BA;32
RJ;47
RJ;48
RJ;14
RJ;60
RJ;18
PR;200
TO;9
RJ;47
SP;1
MG;34
SC;3
DF;20
SP;80
MG;12
RJ;52
AM;6
RJ;27
SP;12
SC;89
SP;60
RS;30
CE;21
PE;13
MA;28
DF;8
TO;20
ES;12
MG;30
RN;150
CE;24
SC;42
SP;40
SC;36
RJ;13
GO;36
SP;18
AM;37
RS;140
BA;19
SP;96
MA;25
SP;80
AM;9
BA;95
BA;20
SC;5
PE;26
MG;12
SP;40
RJ;50
RJ;21
GO;25
PA;48
AM;10
MA;30
RJ;200
PR;69
MT;30
RN;36
ES;50
CE;165
RJ;24
RJ;180
RJ;90
RJ;8
AM;7
AL;122
SC;9
MS;10
RN;50
SP;209
RJ;40
PR;30
RJ;20
MG;34
ES;4
SP;27
RJ;230
RJ;67
RJ;260
ES;22
CE;6
GO;45
ES;180
RJ;15
AM;12
CE;35
SC;26
SP;3
BA;50
BA;200
SP;62
ES;102
PB;9
CE;42
RJ;100
BA;5
CE;262
MT;18
SP;204
SC;105
MG;50
SE;60
RS;10
CE;24
MT;60
AM;8
AM;9
AM;9
AM;9
RJ;65
CE;20
CE;32
PA;127
BA;69
PA;15
AM;6
AM;9
MG;9
RJ;45
SP;40
RJ;30
GO;12
MG;10
SP;10
RS;71
RJ;17
PA;32
AL;16
PR;287
SC;27
BA;22
SP;63
ES;68
ES;76
PB;4
ES;61
ES;60
ES;132
TO;32
RJ;344
RO;39
MG;24
CE;24
SP;36
MG;60
SC;15
PI;90
MG;45
ES;170
PE;12
SC;28
BA;128
RJ;10
SP;223
MT;42
PE;190
RJ;26
RJ;18
GO;12
AL;14
MA;70
SC;210
RJ;8
RN;12
SP;30
CE;10
BA;42
ES;29
AM;29
MA;12
MT;47
MG;13
PA;39
CE;13
MG;35
RS;196
SC;30
BA;40
AM;16
RJ;290
AM;18
BA;22
GO;67
MT;36
RJ;95
RJ;44
PI;12
RJ;21
AL;274
MG;14
SC;34
CE;70
MG;54
AL;35
MA;15
SP;45
CE;22
RJ;132
RJ;4
AM;60
GO;11
SP;8
MT;100
RS;4
BA;200
RJ;22
ES;130
RJ;15
BA;40
SP;18
MG;15
PE;3
AL;14
MG;6
SP;28
PE;34
BA;140
BA;60
ES;10
BA;26
ES;15
MA;15
SC;58
BA;22
PE;13
AM;36
RS;20
SP;7
MG;6
PE;34
PE;18
PR;2
RJ;40
SC;11
RJ;64
RJ;36
PR;27
PA;205
AL;21
MG;12
PB;25
RJ;24
SP;10
TO;60
MG;18
SP;20
SC;30
RJ;254
MG;12
MA;26
MG;141
SC;9
CE;38
PE;45
SC;44
AL;18
RJ;12
BA;62
ES;8
RJ;170
RJ;40
RJ;44
AL;90
RJ;78
RJ;10
RS;36
RJ;37
AM;7
AM;8
CE;20
MG;40
AM;6
PR;25
SC;6
PR;88
RJ;220
RJ;360
MA;15
AM;6
AM;6
RJ;74
RN;60
PI;18
RJ;78
RN;95
SP;50
GO;10
CE;10
BA;22
PR;66
RJ;50
PB;32
SP;42
CE;25
GO;20
RJ;132
SP;36
AL;3
PR;48
MT;48
GO;58
GO;40
SP;40
CE;40
RJ;17
SP;52
SP;169
SC;26
MG;79
RN;5
SC;3
RJ;212
RS;80
RJ;50
RJ;150
RJ;53
AL;14
PE;90
RJ;336
GO;55
SC;7
PA;27
RJ;10
SC;35
RJ;25
SC;126
RJ;12
SC;64
RJ;34
PI;20
RJ;44
SP;35
SC;8
RS;6
PR;144
RJ;20
RJ;54
CE;25
AL;400
MG;17
BA;55
PR;24
PR;46
SP;32
SP;28
SP;40
PR;231
SC;48
PB;60
BA;27
SP;151
PA;38
RJ;8
BA;10
SC;15
PR;306
RJ;82
SC;40
AM;10
ES;130
MG;57
GO;8
SC;40
CE;18
MT;48
PA;16
BA;36
SP;90
MG;40
RS;16
PR;60
CE;43
SP;44
MG;24
ES;8
MG;24
AM;26
RJ;43
RN;18
PR;8
GO;10
MG;30
BA;81
AM;6
RJ;31
SC;9
GO;12
AM;3
AM;6
MS;45
CE;14
SP;31
AM;2
BA;37
DF;150
RJ;160
PE;82
RJ;25
SC;290
SP;25
MG;25
GO;14
PE;22
RJ;19
CE;60
MG;41
CE;12
CE;8
MG;14
SP;66
RJ;144
CE;45
AM;30
ES;96
SP;10
PB;63
CE;38
RJ;14
BA;60
RJ;220
SP;22
RJ;36
CE;130
SC;3
GO;26
PR;25
SP;30
MA;50
MG;46
SP;50
RJ;14
BA;50
BA;46
SP;20
RJ;30
CE;10
MG;30
GO;30
MG;6
SP;12
PA;130
RN;32
MG;16
ES;24
ES;114
RJ;24
MG;27
PR;41
BA;39
SP;21
MG;24
RJ;8
SP;13
SP;15
BA;60
MG;21
SC;159
GO;144
BA;53
SP;14
BA;30
BA;10
BA;42
PR;26
PE;15
ES;26
PE;48
RJ;26
SP;52
BA;15
ES;59
PR;18
BA;20
ES;8
MT;54
RJ;20
AM;4
AM;2
AL;17
GO;32
RJ;25
RS;45
BA;50
BA;50
RJ;50
MS;56
RS;30
BA;7
SC;152
AM;5
RJ;55
RJ;75
SP;90
PE;40
CE;259
BA;20
SP;1
RJ;40
BA;62
RJ;152
RJ;8
TO;45
RS;19
RJ;24
MS;24
CE;14
ES;40
BA;45
RJ;50
AM;23
CE;13
BA;55
PR;66
SC;165
SP;42
SP;91
BA;80
BA;50
RJ;250
BA;50
RJ;278
RJ;69
AM;4
RN;56
RJ;150
BA;8
SP;90
RS;30
PA;142
BA;17
RJ;130
RS;9
SP;32
AL;20
PR;50
AL;20
CE;40
GO;22
AL;31
RJ;55
CE;18
MS;99
SC;120
SP;200
RJ;62
AL;103
AL;26
MG;30
MG;120
RJ;39
RJ;150
SP;41
SE;63
PE;38
RJ;44
MG;33
ES;115
RJ;48
CE;17
RJ;10
CE;17
MS;21
BA;21
AL;50
PB;27
BA;39
GO;60
BA;80
MG;30
MA;40
GO;9
MA;24
RJ;210
BA;45
BA;15
SC;76
RJ;50
BA;60
RJ;48
SC;6
MG;227
SP;876
SP;364
RJ;34
PE;30
SC;44
RJ;31
AM;24
SP;44
PA;66
MG;12
AL;90
GO;12
MG;18
SC;30
RJ;40
SP;41
PB;115
BA;40
MG;14
PB;12
RJ;60
SP;24
RJ;36
MS;8
MG;30
PE;15
SP;36
BA;52
AM;7
RJ;9
SC;52
RS;520
PB;40
RJ;84
PR;80
PR;926
MG;103
BA;65
RJ;100
SC;42
MG;12
SE;78
RS;28
RJ;50
BA;22
BA;33
RJ;142
MS;90
MS;54
AL;218
RJ;20
RJ;131
SP;10
RJ;100
AL;50
BA;50
SP;2
AL;12
MG;26
RJ;124
RJ;32
RJ;50
GO;43
MG;10
AM;80
BA;30
BA;24
MA;12
MA;10
RJ;8
MG;57
BA;13
BA;15
CE;35
RJ;24
PI;11
MG;20
GO;10
TO;14
RJ;120
PA;300
SC;30
MA;15
GO;30
MS;30
SE;21
SC;70
SC;48
PE;26
MG;12
PA;54
BA;16
MT;9
ES;96
SE;80
PB;97
MA;17
RS;18
GO;32
PI;36
AL;14
RJ;25
RJ;30
GO;43
SP;20
MG;15
SP;39
RJ;49
MG;50
GO;31
SC;10
RJ;60
BA;200
GO;150
PI;27
SP;50
CE;18
RJ;122
BA;18
PI;12
PR;272
PR;138
ES;14
BA;109
SC;22
MG;30
BA;40
GO;14
PI;14
SP;244
TO;20
RJ;60
BA;16
BA;86
AM;16
TO;12
ES;5
MT;40
PA;54
TO;306
GO;20
MG;20
SC;72
SP;13
SE;148
SE;43
SE;300
SC;76
MG;8
BA;50
SP;89
AM;36
SE;213
SP;88
MA;12
MG;8
DF;136
RJ;20
MG;2
RJ;12
GO;18
MG;13
SP;181
PR;26
SE;16
AL;15
GO;37
SE;55
SE;94
BA;52
AL;20
CE;35
PI;35
RJ;126
SP;20
PR;20
SP;88
MG;6
MA;29
RJ;20
BA;20
PE;23
SC;28
PA;10
AM;29
MG;35
SC;70
BA;50
SE;30
SC;17
RS;33
SC;58
AL;45
MG;20
SE;11
DF;20
CE;23
AL;30
MT;24
GO;318
BA;90
MG;80
BA;14
RS;40
MA;22
CE;59
SP;50
SP;2
SP;45
SC;5
GO;38
RN;34
MA;18
BA;24
SC;198
ES;24
SP;50
MT;43
MT;184
MT;184
RJ;14
RN;5
MT;153
BA;45
SP;25
MT;50
MG;16
PE;30
SP;5
ES;130
RN;9
GO;85
GO;174
SP;18
MT;162
MA;8
PE;63
RJ;467
RJ;340
MT;34
RJ;52
RJ;100
MA;4
RS;8
RJ;59
MG;67
RJ;109
RJ;172
SP;100
SP;88
RJ;56
RJ;35
SE;14
MA;12
RJ;90
MG;50
BA;90
PR;62
PR;154
SP;10
AM;95
CE;4
PR;10
MS;50
SC;8
MT;10
MG;12
AM;34
PE;45
SP;84
MT;52
AM;60
AL;6
MT;93
MS;115
MS;240
PB;12
RJ;41
RJ;51
MS;44
RJ;334
MT;14
RJ;150
RJ;240
SC;23
MG;72
RJ;225
BA;465
RJ;873
RJ;120
RJ;167
RJ;36
RJ;100
RJ;86
RJ;47
RJ;33
RJ;80
RJ;160
RJ;50
RJ;48
RJ;76
RJ;96
RJ;65
RJ;75
RJ;131
RJ;52
RJ;84
RJ;64
RJ;58
RJ;79
RJ;102
RJ;40
RJ;30
SP;10
PA;19
SC;26
MG;26
MA;10
MG;33
SC;10
CE;12
RS;73
RN;41
GO;19
ES;10
MG;25
RS;8
BA;50
BA;54
BA;50
PA;216
BA;110
PA;30
PE;2
GO;1015
CE;20
RJ;44
RJ;75
RJ;62
RJ;80
RJ;260
RJ;132
PE;37
BA;24
RJ;50
RS;80
RS;8
RJ;64
RJ;90
MA;50
RJ;88
RJ;30
RJ;56
MG;110
MT;24
CE;20
MG;46
RJ;303
RJ;43
MS;59
SP;34
GO;152
PA;23
PB;15
RJ;52
RJ;48
MG;20
MT;89
RJ;50
BA;53
SP;30
RJ;66
TO;130
MG;12
GO;30
SP;100
SP;12
SP;12
BA;30
RJ;110
RJ;60
RJ;240
CE;16
RJ;204
SC;30
PB;150
PR;88
SP;90
MT;393
MG;6
BA;22
RS;10
RJ;40
RJ;120
BA;37
RJ;32
RJ;88
RJ;110
GO;20
GO;120
BA;20
PI;16
SC;33
PA;35
MG;14
PB;6
GO;115
SP;44
RS;350
RS;126
RS;180
RS;60
RS;45
RS;327
RJ;188
BA;35
SC;40
SP;45
MG;6
GO;5
MG;8
CE;3
MG;30
RJ;50
MG;1
GO;42
MG;240
MG;21
AL;15
RJ;25
MG;6
RJ;50
GO;24
GO;60
MA;12
SP;232
GO;60
BA;48
CE;27
PB;75
SC;5
PB;75
RJ;50
RJ;30
RJ;55
BA;354
MT;34
RJ;148
MT;40
SP;20
CE;60
PA;37
MA;32
SC;12
GO;35
PR;57
BA;13
PA;30
RJ;40
CE;30
SC;32
MA;10
RJ;204
CE;10
MS;66
MA;10
CE;26
PB;25
PA;14
PE;81
MA;10
SP;84
AL;16
SP;80
MA;10
PI;60
RJ;756
CE;12
BA;786
BA;66
SP;20
SP;38
PA;30
SP;50
GO;30
MG;25
PA;51
PA;11
CE;22
BA;93
CE;4
GO;50
CE;34
BA;117
RJ;9
RN;142
SP;180
PE;26
MG;8
MA;14
MG;130
MG;40
MA;2
MA;41
MT;60
BA;240
PA;26
SE;36
TO;37
MG;6
BA;46
MA;12
BA;22
PR;40
AL;24
MT;22
BA;60
MT;216
RS;4
SP;54
MA;12
CE;8
BA;41
SC;280
SC;24
MS;4
MS;17
BA;76
BA;31
BA;58
SP;24
BA;32
SC;44
SC;17
RJ;85
PE;12
BA;30
TO;30
BA;146
BA;39
RJ;204
MA;14
RJ;157
AM;24
RS;39
CE;26
CE;16
SC;74
PR;26
PA;27
MG;42
SP;15
GO;100
RJ;16
RN;48
GO;15
MG;53
SP;147
SP;51
AL;34
SP;40
PR;18
PR;55
MS;28
BA;12
MT;29
RS;464
SP;18
RJ;244
PR;33
RN;292
RN;280
RJ;180
BA;120
BA;87
SP;14
RJ;40
BA;230
SC;18
PE;2
MG;15
RJ;151
RJ;50
SP;110
BA;90
BA;56
RN;30
SE;40
SP;50
GO;120
PA;7
BA;20
MG;14
MT;35
PB;55
PE;13
BA;470
BA;180
SP;42
BA;353
BA;335
SP;37
PE;3
MG;46
SP;13
BA;300
RJ;40
SP;210
AM;20
MG;13
SP;30
MG;12
BA;210
SP;16
PR;220
BA;200
BA;60
BA;68
SP;30
AL;84
SC;20
MG;22
CE;20
MS;40
BA;114
PA;26
SC;52
BA;384
RS;70
RS;14
BA;120
PE;5
SP;50
PA;18
RO;34
PR;32
SC;40
AM;40
MA;10
MG;14
AM;40
AM;34
MG;7
GO;4
RN;30
PA;40
MT;28
SP;13
SC;45
PE;26
PR;17
PA;96
SP;50
SP;40
AL;27
PE;3
MT;16
MT;30
SP;76
PA;24
SE;250
MG;26
RS;60
SP;36
RJ;6
CE;34
RO;75
DF;248
RJ;18
RO;57
RO;48
RO;42
RO;24
SP;30
SP;40
SP;52
RJ;1
SP;49
SC;11
MG;10
RR;17
BA;2
PA;251
PE;30
RJ;51
SC;24
MT;30
MG;7
SP;50
AP;72
BA;13
PE;28
PA;68
CE;18
MG;5
SP;36
SC;27
PR;36
SP;105
PA;32
CE;10
MG;18
SP;84
AL;15
AP;39
AP;23
AP;10
RS;148
AM;16
CE;65
MG;7
AM;24
CE;50
SP;14
RJ;61
SP;180
SP;60
RJ;20
RJ;20
SP;3
SC;6
CE;60
RJ;50
CE;6
RN;240
MS;30
SP;10
PE;45
BA;4
SC;15
MG;8
SP;48
SC;16
PI;122
PI;8
RJ;20
PR;26
SP;20
SP;18
BA;84
SP;20
MG;24
RS;36
GO;30
CE;68
SC;35
SP;15
SP;22
PR;46
RJ;18
BA;50
SP;49
BA;30
SC;9
PE;14
MG;42
GO;6
PE;53
AL;99
PE;78
BA;4
PE;48
MT;26
BA;236
PR;166
PE;114
SP;11
AL;106
BA;86
PE;24
RJ;33
SP;140
AL;540
AL;12
RN;112
RN;51
RN;51
RN;60
RN;16
PE;150
PE;12
AL;15
AL;32
RN;69
RJ;6
RJ;34
RJ;35
BA;16
RJ;24
BA;42
SP;26
RJ;50
RJ;252
RJ;30
DF;150
RJ;169
RJ;80
ES;44
BA;208
RJ;178
ES;72
RJ;96
RJ;60
RJ;33
RJ;209
RJ;191
RJ;46
RJ;87
ES;45
RJ;118
RJ;40
MS;140
MS;90
MS;180
MS;100
MS;94
MS;101
GO;32
GO;70
MT;102
MT;140
MT;40
DF;432
DF;350
BA;368
MS;128
MS;72
MS;100
TO;150
GO;170
MT;150
MT;60
MT;100
MT;26
MT;104
MT;157
MT;66
MS;50
MS;82
GO;18
GO;21
GO;117
GO;19
GO;74
GO;86
GO;77
GO;324
MG;22
MG;23
MG;60
MG;41
MG;40
MG;50
MG;90
MG;250
MG;64
MG;48
MG;60
MG;90
MG;12
SP;108
SP;30
SP;44
RJ;93
RJ;100
RJ;100
RJ;44
RJ;51
RJ;46
RJ;43
RJ;20
RJ;24
RJ;88
RJ;40
RJ;48
ES;64
ES;90
ES;80
ES;100
ES;281
ES;130
ES;53
RJ;34
RJ;24
RJ;50
RJ;134
ES;78
RJ;78
MG;10
RJ;10
RJ;60
RJ;168
RJ;172
RJ;44
RJ;54
RJ;132
RJ;199
RJ;56
RJ;96
BA;52
BA;126
BA;130
BA;64
BA;50
BA;56
BA;94
BA;65
BA;18
BA;52
BA;24
BA;55
RN;222
RN;485
RN;50
RN;60
RN;18
PE;10
AL;76
AL;80
PB;51
RN;106
RN;55
RN;51
PE;9
PE;60
PB;190
PB;25
AL;50
CE;130
CE;64
CE;80
CE;26
CE;158
MA;135
CE;30
CE;21
CE;48
CE;37
MG;30
MG;61
MG;62
MG;14
MG;30
MG;80
MG;59
MG;60
BA;60
BA;22
BA;240
BA;34
BA;99
BA;44
RJ;54
RJ;80
RJ;112
RJ;98
RJ;66
RJ;54
RJ;132
RJ;36
BA;100
RJ;34
RJ;86
RJ;120
MG;289
BA;300
BA;70
SP;503
RJ;202
RJ;248
RJ;214
RJ;274
MG;60
MG;58
MG;21
MG;99
MG;80
MG;266
MG;36
MG;250
MG;137
MG;70
MG;47
MG;10
MG;46
SP;50
SP;90
SP;64
SP;150
SP;29
SP;12
SP;450
SP;871
SP;270
SP;501
SP;210
SP;150
SP;120
SP;674
SP;120
SP;42
SP;35
SP;95
SP;262
PR;278
SP;38
SP;30
SP;180
SP;180
SP;166
SP;350
SP;74
SP;40
SP;170
SP;76
SP;380
SP;434
SP;596
SP;153
GO;35
SP;18
SP;453
SP;164
SP;400
AL;220
SP;160
SP;160
SP;139
SP;1200
SP;30
SP;160
SP;125
SP;512
SP;150
SP;180
SP;1033
SP;80
SP;160
SP;30
SP;80
SP;344
SP;70
SP;121
SP;56
SP;70
SP;56
SP;228
SP;995
SP;36
SP;434
SP;103
SP;155
SP;138
SP;160
SP;173
SP;37
SP;111
SP;54
SP;75
SP;116
SP;52
SP;180
SP;80
SP;190
SP;140
SP;32
SP;160
SP;48
SP;189
SP;140
SP;40
SP;190
SP;79
SP;66
SP;61
SP;174
SP;258
SP;40
SP;609
SP;40
SP;30
SP;30
SP;68
SP;148
SP;76
SP;60
SP;50
SP;179
SP;117
SP;54
SP;40
SP;41
SP;64
SP;172
SP;150
SP;50
SP;136
SP;124
SP;308
SP;124
SP;25
SP;160
SP;46
SP;28
SP;31
RJ;1040
SP;130
SP;120
SP;40
SP;60
SP;60
SP;37
SP;110
SP;77
SP;69
SP;160
SP;29
SP;108
SP;100
SP;262
SP;94
SP;75
SP;45
SP;309
SP;66
SP;93
SP;99
SP;50
SP;35
SP;220
SP;70
SP;100
SP;64
SP;80
SP;120
SP;48
SP;57
SP;15
SP;160
SP;38
SP;140
SP;97
SP;108
SP;185
SP;50
SP;13
SP;100
SP;310
SP;275
SP;48
SP;105
SP;31
SP;130
SP;110
SP;32
SP;60
SP;86
SP;70
SP;112
SP;58
SP;80
SP;46
SP;200
SP;72
SP;6
SP;76
SP;86
SP;275
SP;397
SP;42
SP;175
SP;380
SP;102
SP;480
SP;202
SP;70
SP;164
SP;208
SP;60
SP;55
SP;35
SP;150
SP;62
SP;84
SP;170
SP;150
SP;33
SP;58
SP;45
SP;15
SP;31
SP;42
SP;150
SP;52
SP;41
SP;1500
SP;240
SP;105
SP;56
SP;67
SP;219
SP;446
SP;200
SP;80
SP;400
SP;17
SP;13
SP;13
SP;48
SP;144
SP;162
SP;70
SP;31
SP;40
SP;416
SP;40
SP;105
SP;124
SP;138
SP;45
SP;545
SP;78
SP;120
SP;44
SP;84
MG;12
SP;125
SP;69
SP;142
SP;78
SP;153
SP;306
SP;122
PE;338
PR;107
SP;192
SP;50
SP;15
SP;47
SP;120
SP;34
SP;30
SP;86
BA;500
SP;50
SP;70
SP;30
SP;503
SP;120
SP;93
SP;30
SP;60
SP;40
SP;49
SP;276
SP;120
SP;76
MS;61
SP;35
SP;47
SP;65
SP;92
SP;23
SP;260
SP;41
SP;75
SP;88
SP;7
SP;70
SP;18
SP;70
SP;28
SP;166
SP;84
SP;344
SP;73
SP;360
SP;34
SP;113
SP;110
SP;108
SP;300
SP;116
SP;238
SP;36
SP;53
SP;53
SP;30
SP;54
SP;20
SP;90
SP;50
SP;25
SP;35
SP;78
SP;476
SP;226
SP;50
SP;32
SP;150
SP;20
SP;146
SP;30
SP;77
SP;76
SP;120
SP;130
SP;48
SP;517
SP;395
SP;301
SP;819
SP;80
SP;65
RS;200
SP;24
SP;40
SP;145
SC;63
SC;54
SP;50
SP;177
SP;225
SP;281
SP;336
SP;210
DF;272
SP;450
SP;292
SP;288
SP;800
SP;400
SP;700
SP;135
SP;200
SP;23
SP;20
SP;119
SP;104
SP;60
SP;139
BA;126
BA;56
BA;144
BA;73
BA;58
BA;15
BA;27
CE;30
PI;30
MA;50
PI;210
PI;16
PI;80
MA;98
AM;35
AM;9
AM;29
AM;30
AM;24
RO;40
RO;141
RO;66
RO;71
PA;90
PA;55
PA;11
SP;190
SP;33
SP;78
SP;573
SP;23
MG;20
MG;10
MG;80
MG;85
MG;284
MG;15
MG;65
SP;22
SP;400
SP;147
SP;295
SP;231
SP;38
SP;75
SP;92
SP;6
MG;13
MG;30
SP;42
SP;135
SP;65
SP;40
MG;104
MG;54
MG;80
SP;66
SP;40
SP;28
SP;82
SP;124
SP;108
SP;72
SP;333
SP;30
SP;1
SP;105
SP;87
SP;110
SP;50
SP;43
SP;60
SP;30
SP;50
SP;80
SP;70
SP;17
SP;60
SP;58
SP;250
SP;50
SP;40
SP;20
SP;90
SP;20
SP;51
SP;46
MG;46
MG;140
RJ;112
RJ;27
RJ;182
RJ;32
RJ;74
RJ;65
RJ;54
RJ;42
RJ;20
RS;75
RS;336
RS;200
RS;144
RS;242
RS;252
RS;100
RS;340
PR;55
RJ;9
SP;168
SP;281
SP;40
SP;66
SP;117
SP;450
CE;260
MA;70
MA;12
PI;132
PI;215
CE;194
PE;108
AL;17
AL;44
AL;35
AL;100
AL;65
AL;57
AL;290
RN;45
RN;245
RN;56
RN;286
RN;32
RN;75
PB;240
RN;260
RN;296
RN;60
RN;60
RN;121
PE;36
PE;20
PE;100
RN;110
MS;55
MT;58
MT;88
SP;64
MG;47
MG;30
MG;183
SP;74
MG;40
MG;111
MG;37
MG;11
MG;62
MG;66
MG;15
MG;50
MG;124
MG;25
MG;68
MG;260
MG;45
SP;132
SP;60
SP;130
SP;96
SP;16
SP;52
SP;84
SP;82
SP;40
RS;140
RJ;88
RJ;124
SC;110
RS;90
CE;40
SC;101
CE;90
SC;38
SC;85
SP;41
PR;15
PR;156
SC;24
RJ;230
DF;594
SP;130
SP;46
SP;75
SP;200
SP;28
SP;48
SP;160
SP;80
SP;80
SP;102
SP;82
SP;196
SP;72
CE;160
CE;156
SC;151
SC;273
SC;25
RJ;120
BA;150
PR;30
BA;100
CE;56
BA;169
RS;220
SC;150
MS;96
PR;250
RJ;16
AL;50
RJ;26
SC;140
SC;280
MT;128
RS;315
GO;19
BA;19
BA;178
BA;150
MT;49
PR;114
PR;93
BA;90
CE;18
PR;75
MT;68
MS;45
PE;17
PE;30
PE;15
PE;8
PE;24
PE;14
PR;114
RJ;185
PE;24
PE;22
CE;112
PE;6
PE;13
SC;60
SC;24
MT;83
MS;143
BA;25
BA;20
SC;24
RS;43
SC;40
BA;59
MT;80
MS;32
RS;73
BA;20
BA;55
BA;36
RS;90
RS;90
SP;312
RS;17
RS;30
PR;59
PR;48
PR;296
PR;160
PR;1400
PR;70
PR;90
PR;206
PR;72
PR;348
PR;405
PR;163
PR;41
PR;1144
PR;100
SC;304
SC;19
SC;108
SC;64
SC;136
SC;40
SC;103
PR;260
PR;214
PR;280
PR;232
SC;70
PR;108
PR;420
PR;35
PR;144
PR;32
PR;211
PR;236
PR;150
PR;200
PR;41
PR;70
PR;100
PR;128
SC;5
PR;66
PR;70
PR;181
PR;309
PR;72
SC;120
PR;12
PR;297
PR;569
SC;160
PR;158
PR;120
PR;38
PR;32
PR;168
SC;50
SC;55
PR;150
PR;100
PR;86
PR;34
PR;60
PR;48
PR;60
SC;364
PR;550
PR;48
PR;92
PR;86
PR;160
PR;653
PR;50
PR;112
PR;120
PR;96
PR;68
PR;202
PR;354
PR;920
PR;184
PR;192
PR;591
SP;1098
PR;160
PR;220
MS;225
SC;100
SC;75
SC;180
PR;92
SC;200
PR;220
PR;181
PR;120
PR;70
PR;28
PR;250
PR;109
PR;550
SC;100
SC;60
PR;82
PR;99
SC;313
PR;107
PR;70
PR;60
PR;79
PR;260
PR;76
PR;48
PR;133
PR;185
PR;46
PR;32
PR;65
PR;60
PR;284
SC;38
SC;216
PR;24
PR;68
PR;102
PR;399
PR;230
PR;295
SC;185
SC;283
PR;34
PR;156
PR;136
SC;200
SC;202
PR;55
PR;44
SC;440
SC;66
SC;120
SC;44
SC;128
PR;237
PR;156
PR;210
PR;32
PR;51
PR;53
PR;49
PR;106
SC;323
PR;123
PR;60
PR;82
PR;100
SC;220
PR;190
SC;190
PR;45
PR;54
PR;160
PR;79
PR;100
PR;47
SC;60
SC;65
PR;146
PR;247
PR;48
PR;110
PR;32
PR;70
PR;142
PR;80
PR;148
SC;509
SC;339
SC;276
SC;380
SC;138
SC;165
SC;78
SC;40
SC;252
PR;140
PR;40
SC;44
SC;500
SC;160
SC;220
RS;308
