UF;Total de Leitos
AM;21
RJ;40
RJ;50
SC;51
SP;257
MG;69
SP;13
CE;122
SP;220
AC;20
AL;20
GO;72
GO;28
SP;90
SC;32
MG;60
RJ;22
SP;176
BA;60
MG;104
SP;226
PR;73
SE;40
MG;11
SP;44
RS;72
RS;60
MS;110
SP;205
RS;88
RS;148
MT;135
BA;28
PR;40
PI;30
SP;53
ES;60
MG;108
SP;74
RJ;44
RO;88
SP;10
SC;144
MG;7
BA;66
GO;30
PE;22
RN;42
PA;49
GO;62
SP;56
PE;14
GO;20
SP;17
SP;1
MT;72
SP;16
MG;36
PI;210
BA;1752
PR;44
ES;82
MG;42
CE;170
SP;200
SP;25
BA;73
TO;60
SP;49
RJ;318
SP;18
RJ;1040
RN;45
MT;20
RJ;96
RJ;20
BA;120
MG;21
SP;116
AP;60
PR;124
MT;55
MA;25
SP;50
SC;20
RN;123
PR;60
RS;50
BA;40
PE;93
GO;39
SP;48
BA;24
BA;100
SP;59
MT;56
MG;52
AL;240
RJ;237
RJ;60
SP;12
RS;10
SP;150
MS;50
MA;36
PR;130
SC;130
SC;130
RS;128
SC;164
RJ;20
MG;20
ES;138
SP;650
RS;80
PB;72
CE;22
CE;30
SP;180
SP;18
PA;44
BA;80
MG;100
GO;33
PB;104
MT;49
GO;21
BA;242
SP;92
SP;167
SP;44
SP;17
MT;62
SE;240
MS;80
SP;38
AP;150
RS;74
GO;220
RN;25
PR;61
RS;18
PE;77
PR;75
SC;240
MS;44
MS;100
MG;32
PB;78
RS;144
BA;21
MS;22
SC;120
AL;39
MG;12
SP;68
GO;40
AC;80
RS;60
AL;48
SP;154
RJ;50
BA;102
PE;21
GO;60
GO;10
MA;50
SP;76
AC;52
PA;99
PE;27
PE;54
RS;38
TO;167
PA;50
SP;20
PR;24
PA;146
BA;304
RS;40
SC;99
BA;420
RJ;169
RJ;54
TO;130
MG;58
MG;19
MG;50
RS;30
SP;54
SP;27
SP;8
RJ;26
MA;22
RO;22
BA;44
SP;30
CE;24
SP;115
BA;26
AL;72
SP;200
AL;45
MA;54
SP;360
RJ;20
MG;10
MG;222
AP;50
MS;13
SC;150
SP;36
BA;50
RJ;90
BA;160
MG;42
SP;22
AM;58
BA;40
RS;60
SP;10
SP;33
MG;24
CE;52
BA;350
SP;8
RJ;20
PE;64
SC;18
GO;18
CE;23
SE;58
BA;20
PA;87
RS;27
RJ;54
BA;36
SC;49
RS;10
SP;34
RJ;60
RS;80
PA;126
PA;42
RS;6
RO;82
PE;18
SC;60
SP;18
SC;24
MG;120
BA;43
RR;60
PR;60
SP;53
AL;36
RR;25
SP;40
MG;40
PR;56
PE;208
RJ;30
MG;60
MG;34
ES;84
BA;35
PA;99
CE;14
MG;115
SE;296
SP;24
MS;30
SE;166
ES;205
RJ;32
RJ;25
MG;42
MG;23
MG;41
RJ;64
AL;24
SP;39
RJ;52
RO;62
BA;80
SP;47
MT;218
MT;242
GO;36
SC;30
MT;89
SP;25
CE;53
MA;60
MG;54
RN;31
BA;30
PE;40
SP;80
PA;10
PA;35
SP;168
MG;52
SP;50
MG;31
BA;28
BA;184
PR;210
MT;40
RJ;86
CE;130
MG;213
SC;210
SC;287
SC;294
BA;36
PE;64
AM;79
SC;30
RJ;120
RJ;80
SC;80
RN;288
MT;140
PR;30
RN;46
RJ;42
SP;144
SP;16
MG;24
PA;100
RS;50
RS;110
GO;90
RJ;76
CE;52
SP;25
MT;65
PE;50
RJ;8
BA;81
RN;96
BA;44
RJ;104
BA;26
RN;134
SP;30
BA;135
RJ;32
BA;90
AL;52
PR;72
PR;232
RR;58
AL;80
PE;14
SC;90
SP;19
MS;40
PR;205
MA;128
MG;253
MS;47
BA;56
AL;117
SP;180
SC;165
AL;18
RJ;190
RS;120
SC;31
SP;1233
RJ;20
RJ;50
CE;60
CE;30
SC;60
RJ;36
PR;178
MG;165
PR;102
SC;150
SP;42
MS;74
MT;138
MS;88
MS;90
CE;123
AM;72
SP;24
BA;49
BA;120
SP;38
PR;180
MG;42
RN;120
PE;40
BA;50
PB;69
SP;50
PB;35
MG;38
SC;196
GO;56
MT;20
RJ;62
RN;60
BA;16
BA;10
SP;326
SP;24
BA;104
MG;82
MG;330
CE;96
RS;9
SC;18
GO;117
BA;48
RJ;36
AL;339
MT;90
BA;65
RJ;98
SC;90
CE;120
GO;46
RJ;42
MG;52
CE;40
BA;192
RJ;152
BA;61
BA;12
MG;110
SP;72
MT;20
RJ;18
SP;354
BA;68
CE;24
RO;63
PR;78
PA;145
SP;22
MT;115
SP;9
RJ;20
RN;30
GO;57
SP;195
BA;700
RS;35
SE;113
RJ;40
MT;130
SP;225
GO;150
GO;20
BA;68
MG;64
RJ;16
SP;54
SP;60
PR;82
SP;37
AM;18
RJ;32
SP;50
RJ;12
SP;58
BA;294
PE;17
BA;120
CE;50
RS;80
BA;39
SP;22
BA;51
RJ;98
CE;144
SP;98
MS;143
MS;200
SP;49
BA;62
SP;43
MG;170
MG;63
MG;234
RJ;148
RJ;130
RJ;204
RJ;198
RJ;324
MG;31
MG;49
CE;22
RS;60
AL;78
RJ;54
MG;19
AP;24
SP;46
RN;400
PE;42
SP;28
SP;14
SP;40
GO;42
SP;56
MG;90
MS;76
PI;160
MG;59
MG;150
GO;86
RN;45
SP;58
PI;154
CE;114
SP;107
PI;250
SP;30
MG;80
SP;100
BA;12
SP;150
MA;40
RS;89
PI;40
MT;110
MA;163
ES;145
AC;32
AC;128
SP;85
PB;33
SP;55
PE;36
SE;64
BA;12
MT;47
SP;60
SP;16
CE;60
SP;10
RJ;96
BA;8
AL;36
MG;40
AL;52
PB;22
MG;29
GO;31
MG;34
PE;472
PE;150
PA;193
DF;727
RJ;104
RJ;52
ES;112
AL;40
CE;38
SE;28
MG;240
BA;18
SP;44
RJ;45
SP;300
AL;50
SP;144
PE;90
CE;48
SP;50
GO;49
ES;60
SC;30
MG;60
SP;21
SC;15
SC;99
GO;40
MG;30
MG;26
AL;24
MG;80
RJ;40
MG;98
SP;422
MG;176
SC;52
RJ;67
CE;72
SC;90
SP;110
MT;57
RJ;70
CE;330
MT;36
RN;45
SP;47
AL;411
RJ;282
SP;57
SP;200
MG;6
BA;93
PR;60
PE;34
SC;850
ES;87
MG;45
MG;37
SP;100
SP;64
MA;175
SP;150
MA;66
AM;30
RN;21
PE;80
RJ;86
SP;52
CE;192
SC;91
BA;150
PE;16
RJ;22
CE;46
AM;134
AM;36
AC;91
RS;60
RJ;21
MG;28
RS;36
MA;253
BA;423
MS;240
BA;30
PR;169
SC;156
SC;135
RJ;14
MG;38
SC;6
BA;20
MG;23
BA;16
BA;88
MT;69
SP;56
TO;97
RN;100
MG;40
SC;170
RJ;420
RJ;6
PR;148
BA;25
MG;120
RJ;24
BA;64
PB;246
MG;56
PR;126
CE;104
SC;17
SP;78
RS;90
AM;36
SP;23
GO;51
CE;630
CE;38
SP;53
ES;70
RJ;23
BA;405
CE;72
MG;50
PI;80
SC;43
SP;60
PR;132
RJ;60
PR;120
BA;80
RJ;26
BA;73
CE;36
CE;80
AL;145
RN;28
PI;29
GO;30
TO;57
RS;170
RO;70
SP;265
AM;72
ES;75
RS;75
CE;306
CE;94
SC;80
CE;39
ES;200
CE;48
MG;50
MT;30
CE;72
PB;113
MG;12
SC;60
GO;87
MA;70
PA;270
BA;70
BA;70
BA;36
CE;52
BA;80
SP;30
BA;7
ES;45
SC;50
AL;530
MS;210
PR;138
BA;72
SP;70
SP;193
BA;962
SP;15
ES;40
SC;105
RO;31
SP;36
PR;74
MT;13
SP;154
GO;45
SP;9
CE;40
SP;72
RJ;22
BA;32
CE;26
PR;120
AP;66
MT;19
BA;34
RJ;56
BA;168
RJ;171
MG;14
RS;12
GO;111
SP;17
SP;169
RJ;39
MG;23
AC;164
RJ;45
BA;20
RJ;48
DF;106
RJ;60
BA;64
SC;240
MG;165
PR;27
RN;100
RN;60
AM;27
RS;147
PR;40
MA;56
AC;60
BA;36
SP;61
MG;47
RJ;30
MG;12
CE;87
MG;80
RR;70
SP;170
PR;58
SP;125
TO;80
SP;17
MG;117
AL;70
CE;43
BA;70
CE;509
AL;225
RJ;10
CE;90
MG;30
BA;70
RN;48
SP;80
SC;24
MA;465
GO;90
RJ;120
MG;23
RJ;28
RO;84
MA;60
AC;310
CE;1391
RN;50
SP;30
RN;20
MG;58
GO;30
MG;25
SC;12
SP;58
RJ;14
CE;60
SP;70
AP;41
CE;80
CE;86
MT;16
BA;335
PB;92
AL;70
SP;12
RJ;34
CE;100
RJ;42
PA;75
SP;66
RN;87
PE;203
PE;43
MG;50
CE;75
BA;19
CE;321
SP;56
MS;210
AL;22
GO;28
PA;54
CE;420
MS;22
SC;94
CE;312
SP;36
SP;18
SE;345
RN;28
CE;80
BA;462
SC;24
GO;72
RJ;200
RJ;36
SP;36
RJ;12
RJ;60
GO;125
BA;95
SP;17
GO;27
BA;30
SC;46
SP;90
CE;30
SP;269
TO;60
SC;96
CE;16
RN;25
BA;34
SC;19
PI;177
BA;21
PE;7
GO;22
MG;116
CE;22
PR;37
MG;29
MG;15
RS;44
RN;24
SP;90
AC;45
PB;25
AC;84
RJ;25
AL;56
SC;108
SE;45
SC;90
SC;48
BA;240
SP;44
ES;35
RO;10
GO;24
MS;103
RJ;20
RJ;28
PR;208
PR;70
SP;200
PR;145
BA;126
CE;48
MA;60
MG;20
SP;77
AM;22
SC;76
RJ;66
MA;120
BA;36
MT;87
SP;200
MS;40
BA;150
MG;24
AL;64
GO;35
RJ;33
RJ;49
BA;38
AL;24
PE;38
BA;24
MG;10
MS;6
CE;158
MT;29
SC;44
PA;149
CE;426
RJ;40
AL;100
MS;20
AL;51
BA;24
SP;70
MG;70
PB;30
AL;36
SP;70
PI;25
PA;38
MA;172
CE;144
MA;24
SP;42
RN;308
RN;308
PR;60
PR;22
MG;7
SP;53
MG;36
GO;120
MG;27
GO;25
RS;40
BA;64
BA;324
BA;30
BA;41
PR;450
RS;15
SP;64
AL;22
MG;59
GO;301
MG;51
AC;78
MT;18
BA;60
BA;110
BA;42
SC;20
MS;88
MG;33
PR;80
MS;40
PR;52
SP;24
RJ;50
RJ;39
BA;40
SP;120
CE;18
BA;52
BA;56
BA;51
RR;36
MS;24
SP;24
SP;11
PE;44
RS;124
MT;30
PA;70
PA;50
PR;32
SP;392
PE;400
AL;234
RN;188
PR;710
BA;392
RS;718
RJ;324
MG;200
RJ;400
RS;312
MG;60
CE;60
GO;15
BA;22
RJ;50
RO;32
MA;64
RJ;63
MS;65
SP;26
BA;150
PB;52
PB;120
RJ;24
SP;34
MA;515
AM;24
PE;90
RJ;23
RJ;36
DF;164
DF;144
SP;144
PR;20
PE;75
BA;150
AL;40
SP;17
RJ;16
SP;320
MT;46
RR;190
RS;369
MG;48
SP;132
MA;72
MG;45
PR;40
MG;35
AL;90
ES;38
MG;30
RO;75
RJ;160
RS;205
RS;92
RS;242
RS;109
MS;46
BA;291
CE;37
TO;100
SC;92
GO;47
SP;12
PR;84
CE;150
MG;102
BA;78
GO;29
CE;6
SC;21
ES;52
RJ;65
RJ;32
BA;148
AP;155
MS;34
AL;450
SC;180
RJ;45
PB;38
MG;58
PR;56
MT;50
SP;42
PE;58
CE;96
CE;28
BA;573
PE;66
CE;250
PI;42
GO;248
RJ;5
SC;28
MG;24
SC;32
PE;42
SP;32
AL;74
AL;50
CE;13
SP;140
MA;40
MA;40
ES;35
RO;141
MG;28
SP;165
CE;78
CE;35
MT;130
SC;26
PR;21
SP;184
BA;33
PR;38
SP;22
MT;27
AC;63
SC;70
MG;80
GO;16
BA;46
PE;400
SP;50
MG;237
MT;212
SC;55
CE;36
RJ;45
RJ;42
RJ;150
AL;50
MG;32
AC;75
CE;250
RN;21
CE;269
SP;128
AM;50
MG;40
SP;40
SC;30
PA;2
RO;64
SC;61
BA;35
MT;56
SE;267
PA;94
RJ;60
BA;96
RS;78
RJ;64
RO;72
BA;66
PE;45
TO;150
MG;14
SP;50
SE;70
CE;44
PR;409
SP;90
MG;12
RS;40
AL;42
MG;35
AP;25
PA;260
PB;20
PR;98
ES;40
CE;75
RJ;47
MG;40
CE;144
BA;60
MG;48
PI;99
RN;40
SC;394
ES;350
PB;46
RS;66
RS;20
MG;136
MG;57
AM;75
PA;44
GO;17
BA;136
SE;82
RJ;200
PE;48
SC;35
SP;22
SP;42
AL;9
MA;54
PE;172
SP;43
SP;70
PE;350
RJ;90
ES;50
RS;74
AP;36
RS;70
MG;55
AL;20
SE;90
SP;50
AL;15
BA;35
CE;35
SC;600
MG;25
MG;30
RN;42
SP;159
RS;44
RO;35
PE;40
RJ;42
SE;69
PR;176
SC;54
TO;25
MT;105
ES;62
SC;46
RJ;60
MA;14
RJ;24
CE;51
PR;65
MT;66
SP;96
PE;80
BA;42
PE;25
MS;129
BA;30
SP;25
RS;60
GO;15
AL;15
MT;57
PR;51
MG;31
PR;52
SP;30
SC;144
SP;120
SP;51
RJ;75
RJ;31
CE;80
SP;56
RJ;14
RJ;60
RN;20
MT;37
SP;357
SP;100
SP;4
RN;137
PE;38
CE;141
AL;42
SC;20
SP;53
SP;200
AM;43
BA;12
RN;30
CE;11
RJ;60
RJ;43
CE;34
MT;46
SE;25
BA;259
PI;52
RJ;20
SP;357
MA;120
RS;170
GO;58
RJ;114
CE;24
TO;185
RJ;35
AL;18
BA;50
CE;68
RJ;50
MG;35
RS;150
GO;13
RJ;67
BA;20
CE;8
PA;40
CE;60
AL;173
SC;47
SP;50
RJ;31
AM;258
CE;90
SP;82
MA;20
BA;108
RJ;30
SC;150
SP;179
SP;25
CE;30
SC;230
MG;90
BA;60
MG;67
SP;47
SP;28
SP;122
MG;80
PR;216
AL;45
CE;18
AL;16
PR;36
GO;36
RS;28
AP;66
RR;44
MG;215
BA;180
CE;30
MS;320
PA;12
PE;65
SE;106
AL;40
SP;117
MS;80
RJ;36
CE;21
RJ;20
BA;759
RJ;36
BA;16
SP;58
AL;34
AL;88
RN;131
RJ;99
CE;20
MG;22
BA;23
RJ;53
ES;53
BA;17
RN;33
SC;96
PR;233
AC;46
CE;376
MG;49
RJ;103
PB;30
CE;14
AL;12
PE;11
CE;32
CE;68
MG;190
RN;19
SP;90
BA;34
AM;34
TO;12
PA;32
RN;532
CE;37
PE;21
RJ;150
MG;10
GO;365
AM;48
PB;180
SP;73
AL;53
MG;160
BA;11
MT;30
SC;26
AM;10
AL;30
MG;38
AL;195
SP;10
AL;75
RJ;4
PR;48
PR;110
SP;18
MG;130
SC;48
RN;140
SP;90
CE;43
RN;264
CE;100
CE;72
AL;18
MS;50
MG;36
RJ;18
RN;28
RN;215
BA;16
PE;90
RN;150
PB;10
AC;61
MT;190
BA;38
RJ;75
MG;163
PB;54
RJ;36
RJ;108
AC;24
MG;85
DF;160
PB;30
SC;57
RN;977
RS;108
DF;108
RN;1254
PR;50
BA;25
GO;37
AL;36
RO;85
SP;35
PI;160
RS;55
BA;65
MS;110
BA;130
CE;32
CE;75
SP;62
PR;175
SP;103
SP;56
SP;159
RJ;495
RJ;286
PE;456
SP;186
RS;296
PR;170
PA;135
BA;400
PA;125
PR;160
PR;144
GO;80
SP;40
TO;20
RJ;20
RJ;13
BA;11
RJ;60
RJ;160
PA;172
RJ;180
MS;39
CE;27
SP;144
RJ;46
MG;66
AL;48
SP;69
MS;90
SP;188
PE;240
AL;54
SP;40
CE;40
PE;81
AM;50
PE;120
MG;50
SC;135
SP;72
SP;57
RJ;204
MT;101
CE;16
DF;301
DF;260
RS;280
AL;321
CE;77
DF;722
TO;26
BA;32
MT;90
ES;444
RS;252
PA;50
SP;45
RJ;159
MG;35
MG;40
PA;50
MG;32
PE;352
MA;156
RJ;55
CE;40
GO;130
RJ;61
CE;16
TO;30
RJ;14
SC;12
MA;200
PE;210
AL;46
AL;38
TO;180
RS;40
AC;48
BA;28
AL;47
AL;521
MG;15
SP;70
PE;90
MG;46
BA;147
RN;172
BA;42
AC;72
RJ;8
BA;50
MT;216
RJ;403
SC;46
CE;28
AL;24
TO;30
RJ;66
PE;400
SP;24
CE;22
SP;40
RJ;40
PE;30
MG;44
SP;52
RO;28
SP;5
SP;100
SC;82
SP;28
SC;80
SC;396
MS;45
PB;111
SC;110
RS;10
RO;78
PE;109
MA;40
PR;96
BA;48
PE;100
PB;40
CE;25
BA;18
BA;184
AL;50
AC;44
RJ;66
PR;96
RO;47
SP;30
MG;28
GO;1
BA;54
RO;90
BA;600
PB;108
SC;104
MS;75
TO;95
BA;67
PR;42
PE;50
MT;150
RO;56
RO;121
RO;38
PB;6
SP;656
SP;400
SP;656
MG;15
MT;52
MG;40
SP;8
PE;251
BA;16
TO;73
RS;100
PE;400
SE;40
CE;22
TO;47
RJ;44
RN;68
SP;30
SE;108
RN;34
CE;56
CE;41
AL;22
RS;80
SC;18
AM;40
SC;50
PR;16
PR;82
CE;72
BA;11
RJ;24
SP;63
SP;66
AL;106
SP;72
MT;24
RJ;73
PR;237
RN;587
BA;57
AM;44
PR;50
RJ;25
RO;120
AL;103
AL;45
RS;405
MG;55
MG;12
MG;110
RN;312
BA;27
RJ;58
RN;103
MA;41
PB;38
AM;70
MG;40
SP;130
SP;125
SP;216
CE;140
DF;532
DF;575
ES;319
GO;346
MG;288
AL;249
BA;50
RS;45
CE;36
SC;73
GO;40
RJ;72
MG;24
SE;171
MT;70
MT;48
MG;50
SP;9
PE;600
RJ;110
RO;37
MS;48
AC;135
BA;72
BA;43
MG;35
MA;46
RJ;83
SP;28
SP;40
MG;52
PB;14
CE;72
ES;104
TO;91
MA;38
MG;105
AL;30
MA;128
PB;90
MG;132
CE;30
RJ;128
ES;96
CE;22
SP;138
SP;233
MT;23
AL;30
PR;15
PR;400
SC;56
MT;40
RJ;40
SC;80
GO;21
MT;36
RJ;84
SC;200
RJ;48
AM;61
PB;21
PB;130
RN;16
SP;18
CE;24
SP;96
PR;97
BA;46
PI;110
MT;55
RN;312
GO;82
SC;506
SC;486
AL;140
GO;35
RS;50
SP;56
AL;20
PR;52
RJ;120
RJ;125
BA;72
SC;301
SP;14
AM;54
BA;10
RJ;43
RN;58
BA;48
PR;32
PR;147
CE;100
RO;21
BA;45
BA;80
RJ;20
RJ;18
BA;26
CE;10
DF;76
SP;110
BA;35
PB;55
RJ;46
AL;50
CE;576
RO;44
AL;28
AL;27
AL;1046
PE;4
BA;58
RJ;61
GO;294
SP;600
CE;22
MG;31
ES;30
SP;22
MS;24
RS;40
RJ;9
SP;125
AP;21
SC;29
RJ;21
SP;42
SP;36
BA;180
PR;80
BA;75
GO;16
CE;30
RJ;22
SC;177
SP;60
MS;70
MS;122
AL;980
CE;36
PR;76
AL;25
AM;66
SP;196
PE;24
AL;390
AP;25
CE;192
MG;15
RS;18
SP;162
MT;117
PI;33
AL;150
AM;24
CE;106
AL;130
BA;123
BA;162
BA;16
CE;84
PR;344
MT;55
BA;80
SP;14
SP;196
AC;30
PR;205
CE;38
SC;96
AL;378
CE;265
MT;157
MG;54
SP;230
AL;14
SC;212
GO;48
RN;1210
RS;13
RJ;60
SC;260
SP;170
SP;204
AM;60
BA;48
PE;70
RN;50
GO;35
MG;150
RS;78
SP;150
PR;82
AL;58
PR;72
AM;15
SP;129
RS;123
CE;21
SP;10
RN;72
DF;281
PE;218
SP;528
RJ;156
SP;1408
RN;44
MT;60
RS;70
TO;36
PE;32
PI;33
AL;18
RO;226
MA;180
RJ;50
AM;24
RS;55
AL;20
ES;20
MG;60
PE;100
MG;38
MA;348
SC;130
SC;284
CE;25
PA;35
AL;145
MG;20
RJ;476
AM;48
BA;88
PA;35
RR;42
AM;45
MG;22
SP;75
RS;100
MG;40
MS;76
RS;48
RJ;42
BA;50
BA;52
PE;74
BA;81
PE;270
SP;15
SP;54
CE;30
SC;28
CE;27
MG;24
GO;31
GO;23
PR;321
GO;25
GO;16
AM;67
RJ;111
MG;64
MA;43
PE;24
BA;196
BA;46
BA;121
PE;104
PE;180
SP;48
RJ;70
BA;102
BA;100
GO;28
PA;29
SP;132
MG;45
PA;85
SE;200
PI;20
SC;38
MS;63
PA;45
AL;66
GO;46
SP;79
RS;49
SC;37
RS;30
TO;130
SC;80
PI;61
RN;101
MA;143
SP;84
SP;64
BA;24
RJ;60
PE;350
SP;245
BA;65
AL;37
GO;26
BA;16
RJ;30
RS;44
SP;8
RJ;80
AP;30
SE;23
RN;103
BA;46
RJ;27
SP;90
MS;252
RO;38
RS;50
GO;118
PB;16
AP;112
AM;22
ES;108
PR;55
CE;24
MG;52
PA;86
GO;75
SP;84
RS;41
MG;8
SC;106
GO;52
MG;91
RS;226
MT;54
PE;190
PE;296
MT;31
CE;25
PB;26
PE;226
PE;412
PE;566
MG;25
MG;18
ES;240
PR;90
MG;115
PR;146
PR;136
PR;167
CE;172
DF;327
PE;144
DF;431
SP;391
SP;168
SP;301
SP;258
SP;105
SP;37
SP;132
SP;282
SP;159
SP;162
SP;259
SP;75
SP;166
SP;212
SC;105
SP;144
RJ;57
MG;284
SP;989
BA;348
BA;282
AM;108
RJ;104
SP;240
PR;300
PR;260
SE;131
SP;714
SP;520
SP;208
RJ;139
SP;363
SC;350
SP;144
SP;207
SP;157
SP;195
RJ;229
ES;158
MG;635
PA;208
PA;256
ES;448
PE;150
MG;208
RJ;301
BA;255
MG;300
MG;228
PR;208
BA;578
BA;238
SP;63
RJ;282
SP;314
SP;288
SP;240
SP;228
SP;360
SP;208
SP;336
RJ;390
SP;384
SP;528
SP;728
SP;104
SP;200
SP;160
BA;194
SP;200
SP;250
SP;195
SP;552
GO;529
MG;240
RS;168
SP;542
SP;98
SP;396
AM;374
GO;378
PR;160
RJ;64
GO;30
SP;85
GO;16
PB;50
RR;105
MS;56
MS;60
BA;108
MS;25
CE;32
MT;56
MG;132
MS;36
PR;69
MG;21
RJ;46
AC;56
AC;48
SP;34
SP;49
SP;87
SP;212
PR;9
MG;20
RJ;63
PE;72
SP;15
RS;208
SP;150
PE;20
BA;31
CE;11
SP;54
MG;28
CE;32
BA;211
RJ;31
MG;28
RJ;40
SP;151
MG;240
MG;287
RJ;70
RO;18
RS;150
PE;34
SP;30
PR;98
SP;140
BA;224
MT;78
AL;45
SC;50
MT;43
MG;22
SP;60
RN;38
MA;82
RJ;35
TO;112
RN;36
PB;23
PR;42
SP;192
RJ;20
RJ;30
SC;135
BA;220
PA;69
MG;130
SC;200
SP;46
SP;48
SP;30
SP;68
CE;42
MG;20
CE;10
AM;86
BA;20
PR;54
MA;78
SE;52
PB;60
PE;62
MG;22
RJ;885
RJ;332
RJ;370
RJ;247
RJ;705
RJ;368
RJ;304
RJ;401
DF;210
RJ;170
DF;240
RJ;729
RJ;314
RJ;681
SP;44
CE;275
AL;95
CE;519
CE;434
CE;519
AL;96
PB;42
MA;134
RN;231
MA;45
RJ;90
AL;60
MA;306
GO;22
BA;60
RN;36
MG;21
CE;21
MS;56
MA;64
PA;21
RJ;20
PR;80
MG;240
BA;83
BA;180
BA;85
BA;150
BA;46
CE;30
RJ;50
SC;22
PR;15
CE;120
SP;75
SP;50
SC;92
PE;37
PA;96
MG;33
MT;30
SP;150
SP;30
SP;38
SC;110
CE;64
RN;23
AL;25
AL;75
CE;38
CE;39
RS;151
RJ;12
SP;60
TO;11
SP;70
RJ;40
RN;478
SP;72
MG;20
PE;10
BA;200
SE;81
SC;230
MG;11
RS;34
AL;240
MG;36
MT;188
PE;543
ES;80
CE;232
MG;100
TO;36
GO;120
AL;120
MG;9
BA;100
PI;160
MG;30
AC;33
CE;14
GO;208
GO;95
CE;32
SC;76
SP;47
MG;30
CE;32
RJ;8
SP;20
PE;74
RR;60
SP;45
MT;73
CE;30
PE;60
MT;49
AM;40
RJ;35
RJ;29
RJ;40
RJ;80
PA;10
MT;34
RJ;22
CE;30
MG;7
RS;264
CE;90
RN;300
RJ;52
CE;123
MS;174
SP;341
PR;128
CE;6
PR;43
RJ;40
RJ;12
RJ;80
PA;20
RJ;27
SP;155
PR;48
PE;28
AC;21
AL;18
AC;28
GO;84
PB;119
MA;74
SP;20
CE;36
BA;61
PI;50
SP;16
SP;110
PI;35
ES;60
BA;240
RJ;30
RJ;53
PR;60
RN;80
PA;75
RS;196
TO;72
SP;42
SP;74
MG;22
MA;66
RS;21
RS;58
RN;38
RN;64
RS;104
PB;80
PB;160
PE;17
SE;110
BA;50
AL;260
MS;64
PI;34
SC;28
BA;36
PR;90
MT;31
RS;38
AL;40
SP;97
PE;254
SC;40
CE;15
RJ;75
MT;40
PR;100
CE;14
CE;20
RO;30
RN;34
SC;22
ES;45
PE;98
AM;97
ES;30
SP;122
BA;92
MG;72
PB;60
ES;60
PA;312
AM;66
SC;26
PB;6
SP;80
RJ;100
MA;17
TO;24
PB;32
SP;136
BA;15
RJ;47
SP;30
PB;24
SP;54
SC;150
RS;96
BA;230
PR;60
BA;55
SC;56
RJ;228
MG;50
RO;780
MS;44
AC;58
SP;20
AM;80
RN;200
PE;50
GO;40
MG;52
RS;50
RN;320
ES;14
RJ;51
GO;50
SP;25
PE;19
GO;136
GO;28
PE;23
PB;125
PA;34
PA;92
RJ;6
SP;77
RS;129
PE;105
AM;42
RS;70
RO;183
AL;40
AL;37
GO;60
PB;178
GO;48
RN;132
MG;460
MA;75
GO;165
RN;224
MG;38
RS;164
RS;150
RS;220
SP;64
CE;98
PE;26
CE;29
GO;32
PE;260
CE;795
ES;108
RS;32
SP;35
PE;200
PE;19
GO;17
MS;70
PR;90
MG;50
SP;40
MG;25
PR;144
RJ;16
MT;63
MG;30
MT;103
MA;52
SP;174
RJ;82
RO;46
RN;40
GO;64
SP;14
MG;35
BA;55
PE;42
AL;60
RS;38
AL;262
ES;115
BA;99
RJ;38
SP;25
SP;67
AL;308
MG;36
RN;71
TO;66
CE;48
AC;16
RJ;160
BA;50
CE;76
CE;12
SC;56
AL;30
RN;29
RN;63
RS;201
RJ;14
RJ;50
ES;102
RN;18
AM;40
PE;133
SP;120
PB;120
PR;90
SP;33
PR;124
MG;60
PB;72
BA;84
PR;151
AM;59
RN;64
AL;25
CE;30
RN;22
PR;85
MT;20
SC;350
MG;28
AL;18
SC;978
SC;864
GO;120
GO;24
SC;105
MG;30
SP;160
RN;32
MT;43
RJ;4
PE;450
PE;392
AL;108
AC;72
PR;54
AL;72
SP;57
BA;22
SP;18
MG;55
PR;167
SE;60
SP;38
SP;26
RJ;367
PA;91
GO;45
RJ;23
BA;24
RJ;26
MG;37
SP;21
SP;54
SP;41
SP;60
SP;64
SP;84
AM;25
CE;44
ES;179
RJ;30
BA;24
AM;75
CE;17
PA;74
PB;104
PI;82
RS;60
SP;35
RN;5
AC;26
PR;15
RJ;45
MT;14
MG;40
PB;125
MA;3
RJ;14
MG;8
SC;284
GO;92
BA;149
PE;24
MT;45
MA;70
MA;45
SP;22
GO;12
RJ;52
MS;362
SP;48
BA;667
PE;799
MG;43
SP;25
PI;80
RS;14
RN;52
RJ;18
AL;100
RS;42
SP;13
CE;44
RS;27
RJ;72
GO;24
RS;144
RS;189
MT;33
BA;22
PB;453
RO;75
BA;146
MG;40
AL;12
MG;41
BA;48
AL;23
RJ;150
AC;44
SE;75
MG;90
AL;103
CE;90
RJ;20
BA;70
RS;65
CE;29
AM;14
SP;86
PA;105
SP;60
SP;12
SC;50
RS;31
MG;25
AL;720
CE;73
CE;32
MA;30
MA;132
PR;276
PB;90
RJ;45
MS;207
SP;90
AL;32
SP;44
SP;96
SP;124
GO;162
GO;56
PE;76
MG;12
GO;54
GO;22
PA;110
SP;50
RJ;70
SP;11
RN;98
AM;38
SP;75
AL;443
AL;271
MT;52
SC;26
MS;45
SP;55
RR;31
SP;72
SP;114
PB;21
CE;53
BA;52
CE;13
PB;18
MS;196
RJ;120
SP;117
SP;29
SP;40
MG;30
RJ;8
AL;23
RJ;40
SP;98
