UF;Leitos
GO;15
RJ;15
MG;15
CE;15
PR;15
SP;15
SP;15
GO;15
PA;15
AL;15
PB;15
RJ;15
PR;15
GO;15
AL;15
CE;15
PR;15
PI;15
BA;15
SC;15
RJ;15
SP;15
PR;15
RJ;15
GO;15
AL;15
AM;15
AL;15
SC;15
MG;15
MG;15
GO;15
GO;15
SC;15
SC;15
MG;15
BA;15
MG;15
RN;15
MG;15
MG;15
SP;15
RJ;15
MG;15
PE;15
PI;15
PR;15
BA;15
RJ;15
RN;15
BA;15
RJ;15
RJ;15
AM;15
MA;15
MA;15
MG;15
BA;15
SC;15
SP;15
MA;15
SP;15
ES;15
AM;15
SC;15
RJ;15
PE;15
RS;15
AL;15
AM;15
AL;15
PR;15
AL;15
PA;15
RS;15
PI;15
SC;15
RN;15
MG;15
SP;15
RJ;15
PE;15
RJ;15
MA;15
CE;15
RJ;15
SE;15
SC;15
MG;15
PE;15
GO;15
RJ;15
BA;15
MG;15
RJ;15
PA;15
MT;15
BA;15
MA;15
PR;15
MT;15
RJ;15
AC;15
PR;15
RN;15
BA;15
MG;15
MG;15
CE;15
BA;15
MA;15
PA;15
MG;15
RJ;15
MG;15
GO;15
BA;15
AL;15
AL;15
BA;15
GO;15
PI;15
PE;15
MG;15
PR;15
SP;15
SC;15
SC;15
MG;15
RS;15
SP;15
RS;15
MG;15
SP;15
CE;14
PE;14
PE;14
BA;14
MA;14
BA;14
BA;14
PB;14
PE;14
CE;14
BA;14
PE;14
RN;14
PE;14
GO;14
AL;14
PE;14
CE;14
GO;14
GO;14
PE;14
SP;14
PE;14
MG;14
GO;14
MG;14
ES;14
RJ;14
SP;14
RJ;14
MG;14
SC;14
SC;14
RJ;14
PE;14
BA;14
RJ;14
SC;14
SP;14
CE;14
AC;14
GO;14
AM;14
MT;14
MG;14
RJ;14
RJ;14
CE;14
PR;14
SP;14
MG;14
GO;14
SC;14
BA;14
SC;14
GO;14
PR;14
RO;14
SC;14
MA;14
PB;14
PE;14
PR;14
SP;14
SP;14
MG;14
PE;14
AL;14
RJ;14
PI;14
RJ;14
MG;14
PI;14
SC;14
RN;14
SP;14
MG;14
RS;14
BA;14
SC;14
RJ;14
SP;14
GO;14
MG;14
PR;14
PE;14
PR;14
SP;14
BA;14
RJ;14
AL;14
PE;14
RS;14
CE;14
RJ;14
TO;14
SP;14
AL;14
ES;14
PB;14
PB;14
SC;14
CE;14
ES;14
SP;14
RJ;14
BA;14
PB;14
AM;14
PI;14
CE;14
RR;14
RJ;14
GO;14
RJ;14
AM;14
PR;14
SP;14
RJ;14
RJ;14
RJ;14
MT;14
SC;14
RJ;14
BA;14
GO;14
RJ;14
ES;14
RS;14
MG;14
BA;14
RS;14
TO;14
MT;14
MG;14
PE;14
RJ;14
AL;14
MG;14
RS;14
CE;14
MG;14
RS;14
RJ;14
SP;14
CE;14
BA;14
MA;14
BA;14
SP;14
RN;14
RJ;14
MG;14
RS;14
PR;14
RJ;14
MG;14
RJ;14
GO;14
RS;14
RJ;14
MG;14
GO;14
MG;14
RJ;14
GO;14
PR;14
RJ;14
GO;14
BA;14
PR;14
SP;14
MG;14
CE;14
PB;14
MG;14
RJ;14
PR;14
SC;14
SC;14
RJ;14
PI;14
RS;14
RJ;14
RN;14
SC;14
PE;14
ES;14
ES;14
BA;14
RJ;14
SC;14
MG;14
SP;14
SP;14
SP;14
RS;14
SP;14
MG;14
RS;14
PI;14
BA;14
MG;14
PB;14
PR;14
MG;14
ES;14
TO;14
SP;14
PA;14
AL;14
RN;14
RS;14
GO;14
SE;14
PR;14
GO;14
MG;14
MT;14
PR;14
AM;14
GO;14
PR;14
MG;14
PR;14
SC;14
RJ;14
PA;14
SP;14
MG;14
GO;14
RJ;14
SC;14
SC;14
PE;13
CE;13
PE;13
BA;13
BA;13
CE;13
RJ;13
SP;13
GO;13
GO;13
SP;13
SP;13
SC;13
SP;13
SP;13
BA;13
MG;13
RJ;13
RS;13
RJ;13
SP;13
SP;13
PR;13
MG;13
MS;13
AM;13
CE;13
PE;13
SP;13
MG;13
MG;13
PI;13
MA;13
PE;13
PE;13
RJ;13
RJ;13
RJ;13
BA;13
ES;13
GO;13
SP;13
GO;13
CE;13
AP;13
SP;13
GO;13
BA;13
SP;13
RS;13
RS;13
SP;13
RN;13
SC;13
RJ;13
RJ;13
MA;13
SC;13
CE;13
RO;13
BA;13
MG;13
MG;13
MT;13
GO;13
SP;13
SP;13
SC;13
GO;13
SP;13
RJ;13
MG;13
MG;13
CE;13
SC;13
MG;13
SP;13
SC;13
MA;13
PE;13
CE;13
GO;13
GO;13
BA;13
PR;13
PR;13
GO;13
CE;13
SP;13
GO;13
RS;13
PI;13
GO;13
SP;13
SP;13
MG;13
ES;13
AL;13
PI;13
SC;13
ES;13
MG;13
SP;13
MA;13
MA;13
CE;13
SP;13
PI;13
RJ;13
PR;13
MA;13
RS;13
MG;13
PI;12
PB;12
AL;12
MA;12
AL;12
CE;12
AL;12
PE;12
AL;12
BA;12
BA;12
AL;12
PE;12
PB;12
CE;12
PE;12
AL;12
CE;12
GO;12
MS;12
CE;12
CE;12
RN;12
AL;12
GO;12
MG;12
SP;12
GO;12
MT;12
GO;12
GO;12
GO;12
GO;12
RJ;12
MG;12
RJ;12
RJ;12
RJ;12
MG;12
ES;12
RJ;12
RS;12
RJ;12
RS;12
SP;12
SC;12
PR;12
RJ;12
MG;12
RS;12
BA;12
SP;12
SC;12
CE;12
MG;12
CE;12
MG;12
AL;12
RR;12
GO;12
RJ;12
AM;12
CE;12
PB;12
RR;12
MG;12
PR;12
PR;12
RJ;12
BA;12
MG;12
RJ;12
BA;12
GO;12
AL;12
SC;12
MG;12
PB;12
MA;12
RS;12
MA;12
PB;12
PE;12
PR;12
PI;12
RJ;12
RN;12
MG;12
SP;12
RN;12
MG;12
GO;12
RJ;12
BA;12
SC;12
RJ;12
MG;12
SP;12
MG;12
GO;12
SP;12
MG;12
GO;12
SP;12
MG;12
SC;12
MG;12
RJ;12
MG;12
AL;12
CE;12
MG;12
RJ;12
RJ;12
RN;12
RN;12
RJ;12
MT;12
BA;12
RJ;12
AM;12
RJ;12
MA;12
RJ;12
RJ;12
ES;12
GO;12
BA;12
GO;12
RJ;12
GO;12
MS;12
PE;12
MG;12
SC;12
RJ;12
MA;12
MG;12
BA;12
GO;12
BA;12
SP;12
RJ;12
RJ;12
GO;12
MG;12
RJ;12
BA;12
SC;12
RR;12
SP;12
RS;12
GO;12
GO;12
MG;12
MG;12
RJ;12
RS;12
SP;12
SC;12
MG;12
AL;12
TO;12
SC;12
SP;12
RJ;12
RS;12
RJ;12
CE;12
BA;12
MA;12
SP;12
PB;12
PB;12
MG;12
MA;12
SC;12
CE;12
RS;12
CE;12
MG;12
PB;12
SP;12
MA;12
PB;12
GO;12
RS;12
RJ;12
BA;12
PE;12
AL;12
GO;12
GO;12
RN;12
BA;12
SP;12
CE;12
SP;12
RJ;12
AM;12
RS;12
MT;12
RJ;12
SP;12
RS;12
MG;12
MG;12
RJ;12
PE;12
CE;12
MG;12
CE;12
RS;12
SC;12
SP;12
MG;12
MG;12
SC;12
RJ;12
RJ;12
MG;12
PE;12
MG;12
GO;12
ES;12
BA;12
SP;12
SC;12
RJ;12
BA;12
MA;12
AL;12
GO;12
MG;12
RJ;12
RJ;12
MA;12
BA;12
SC;12
SP;12
RJ;12
RJ;12
BA;12
AM;12
RJ;12
MG;12
GO;12
MG;12
RJ;12
GO;12
BA;12
MG;12
GO;12
MG;12
SP;12
CE;12
MG;12
SC;12
BA;12
PR;12
CE;12
SC;12
GO;12
GO;12
GO;12
PR;12
SP;12
PB;12
PR;12
AL;12
RJ;12
AL;12
MA;12
SP;12
SC;12
PI;12
AL;12
SP;12
PB;12
MG;12
MG;12
SC;12
RJ;12
CE;12
CE;12
MG;12
GO;12
CE;12
SE;12
CE;12
SC;12
MA;12
BA;12
RJ;12
RS;12
MG;12
RJ;12
SC;12
RS;12
RJ;12
SC;12
AL;12
ES;12
RS;12
BA;12
ES;12
SP;12
BA;12
RN;12
MT;12
SP;12
RJ;12
RJ;12
GO;12
RN;12
PE;12
SP;12
MT;12
AP;12
MA;12
MG;12
MG;12
SP;12
RN;12
BA;12
PR;12
PI;12
SC;12
SP;12
BA;12
RJ;12
PE;12
RJ;12
RJ;12
SP;12
MG;12
MT;12
RS;12
MG;12
RJ;12
SC;12
PA;12
MT;12
GO;12
SP;12
AL;12
MG;12
PR;12
SP;12
SP;12
SC;12
GO;12
MG;12
PI;12
SC;12
RJ;12
SC;12
SP;12
PA;12
SC;12
MG;12
PE;12
RJ;12
BA;11
RN;11
PI;11
AL;11
CE;11
PE;11
RJ;11
GO;11
GO;11
MG;11
CE;11
SP;11
RJ;11
BA;11
AL;11
GO;11
RJ;11
RS;11
SP;11
PR;11
SC;11
BA;11
MT;11
PE;11
GO;11
MG;11
PE;11
PE;11
RJ;11
SP;11
PE;11
SC;11
PR;11
GO;11
SC;11
RJ;11
TO;11
AM;11
SC;11
PA;11
RJ;11
PI;11
RS;11
MA;11
GO;11
SP;11
SC;11
PR;11
RJ;11
MG;11
MG;11
MG;11
MG;11
RJ;11
BA;11
ES;11
SP;11
RJ;11
SP;11
RO;11
RJ;11
SP;11
SP;11
PA;11
SP;11
RJ;11
MT;11
AP;11
CE;11
RJ;11
CE;11
BA;11
PR;11
MG;11
PB;11
MG;11
CE;11
MA;11
SP;11
RJ;11
GO;11
AL;11
MS;11
AL;11
PR;11
MG;11
RS;11
GO;11
PR;11
MG;11
SC;11
AL;11
RJ;11
SC;11
AL;10
RN;10
PE;10
MA;10
CE;10
AL;10
AL;10
PE;10
GO;10
GO;10
GO;10
GO;10
PB;10
SP;10
RN;10
GO;10
GO;10
GO;10
MA;10
GO;10
GO;10
RJ;10
GO;10
GO;10
GO;10
GO;10
GO;10
SP;10
GO;10
SP;10
SP;10
SP;10
SP;10
SP;10
PE;10
SP;10
RS;10
RJ;10
PB;10
SP;10
PA;10
PA;10
AP;10
SC;10
RJ;10
GO;10
GO;10
CE;10
GO;10
MG;10
RJ;10
MG;10
ES;10
MA;10
MA;10
RS;10
MA;10
PE;10
RN;10
GO;10
GO;10
RJ;10
CE;10
RJ;10
GO;10
RS;10
AM;10
MA;10
MA;10
TO;10
TO;10
ES;10
RJ;10
RJ;10
MS;10
CE;10
SP;10
BA;10
BA;10
MG;10
PE;10
SP;10
BA;10
RS;10
MG;10
MG;10
SP;10
BA;10
MG;10
SP;10
PE;10
RJ;10
MG;10
RJ;10
RJ;10
MG;10
RN;10
RJ;10
SP;10
BA;10
BA;10
MG;10
GO;10
MG;10
RJ;10
MG;10
RJ;10
PE;10
GO;10
RJ;10
PR;10
PI;10
GO;10
RJ;10
GO;10
SC;10
RJ;10
PA;10
PR;10
PE;10
SC;10
SP;10
MA;10
MA;10
RJ;10
SP;10
MG;10
ES;10
SC;10
BA;10
RS;10
PA;10
PR;10
RJ;10
MA;10
BA;10
SP;10
GO;10
PB;10
RS;10
RS;10
SP;10
BA;10
RN;10
CE;10
MG;10
SC;10
GO;10
RS;10
MA;10
MT;10
RS;10
PA;10
SP;10
SP;10
PR;10
SP;10
RJ;10
RN;10
RJ;10
SC;10
SP;10
AM;10
GO;10
RS;10
BA;10
PR;10
RS;10
SP;10
MG;10
SP;10
PI;10
RJ;10
SC;10
MG;10
BA;10
MG;10
SC;10
MG;10
MG;10
SE;10
TO;10
MG;10
RJ;10
MG;10
MG;10
MG;10
MG;10
MG;10
MG;10
BA;10
MG;10
RJ;10
MG;10
RN;10
CE;10
ES;10
PE;10
MG;10
RN;10
PA;10
RN;10
MG;10
SP;10
SP;10
RJ;10
SP;10
MA;10
RN;10
MG;10
RS;10
PI;10
PR;10
RS;10
AL;10
BA;10
PB;10
RS;10
MA;10
MA;10
MA;10
PR;10
PR;10
RJ;10
GO;10
GO;10
GO;10
RJ;10
ES;10
MG;10
GO;10
PI;10
MG;10
RJ;10
MG;10
MG;10
PA;10
RJ;10
PR;10
SC;10
RJ;10
CE;10
GO;10
SP;10
AL;10
RJ;10
RS;10
RJ;10
RS;10
AL;10
RS;10
RJ;10
GO;10
PI;10
AL;10
MG;10
SC;10
PA;10
GO;10
RJ;10
SP;10
CE;10
ES;10
MG;10
MG;10
BA;10
PE;10
MA;10
SC;10
SC;10
SP;10
RS;10
TO;10
SP;10
PR;10
RJ;10
SP;10
MA;10
SP;10
TO;10
PR;10
MG;10
GO;10
PA;10
MG;10
SP;10
RS;10
RN;10
AM;10
MG;10
SP;10
MG;10
GO;10
GO;10
SC;10
AM;10
MG;10
CE;10
RS;10
PE;10
ES;10
SP;10
CE;10
ES;10
PE;10
SC;10
ES;10
SC;10
MG;10
RS;10
GO;10
ES;10
CE;10
GO;10
RJ;10
PR;10
MG;10
RS;10
RJ;10
PI;10
PR;10
PE;10
SP;10
PR;10
GO;10
CE;9
PE;9
GO;9
GO;9
SP;9
SC;9
PE;9
AM;9
MG;9
RS;9
MG;9
PR;9
MG;9
GO;9
AM;9
RJ;9
RS;9
GO;9
MG;9
MG;9
GO;9
MG;9
BA;9
MG;9
GO;9
BA;9
MG;9
RJ;9
SP;9
RJ;9
SP;9
RJ;9
PE;9
SC;9
PE;9
RS;9
MT;9
PE;9
PE;9
GO;9
RS;9
MG;9
MG;9
SC;9
RS;9
GO;9
SP;9
SP;9
MG;9
MT;9
SC;9
SC;9
RJ;9
SC;9
SP;9
ES;9
RJ;9
PA;9
SC;9
PR;9
SC;9
RJ;9
CE;9
MT;9
MG;9
SC;9
BA;9
PR;9
RJ;9
RJ;9
PB;9
CE;9
BA;9
RJ;9
PI;9
MG;9
MG;9
GO;9
GO;9
RJ;9
BA;9
SP;9
GO;9
GO;9
PR;9
RJ;9
GO;9
RJ;9
RJ;9
SC;9
PE;9
PE;9
BA;9
PI;9
RJ;9
MG;9
MG;9
MG;9
AL;9
SC;9
MG;9
PA;9
MA;9
BA;9
MG;9
GO;9
MA;9
RJ;9
SC;9
MG;9
PR;9
RN;9
RJ;9
BA;9
PR;9
SP;9
MG;9
SC;9
CE;9
CE;9
MA;9
BA;9
BA;8
BA;8
PI;8
CE;8
PB;8
CE;8
CE;8
PE;8
SP;8
CE;8
RJ;8
RJ;8
SP;8
SP;8
RJ;8
RJ;8
MG;8
PR;8
RJ;8
RS;8
RJ;8
PE;8
PE;8
SP;8
RS;8
RS;8
SP;8
SC;8
TO;8
PA;8
RJ;8
SP;8
RJ;8
RS;8
PR;8
AL;8
MG;8
MS;8
SC;8
SC;8
MA;8
CE;8
RS;8
SP;8
SC;8
PE;8
CE;8
AM;8
RJ;8
BA;8
MA;8
GO;8
SC;8
GO;8
MG;8
CE;8
MG;8
RS;8
SC;8
MG;8
RJ;8
SP;8
RJ;8
RJ;8
MG;8
SP;8
RJ;8
BA;8
CE;8
SC;8
GO;8
RN;8
RJ;8
SC;8
BA;8
RS;8
BA;8
SP;8
ES;8
PR;8
PE;8
RJ;8
SC;8
MA;8
GO;8
MG;8
RS;8
SP;8
GO;8
SP;8
AL;8
BA;8
PI;8
MG;8
BA;8
SC;8
RJ;8
BA;8
RJ;8
BA;8
SC;8
RS;8
MG;8
AL;8
MG;8
ES;8
CE;8
MG;8
RJ;8
PA;8
CE;8
ES;8
PE;8
PB;8
RJ;8
SP;8
RS;8
CE;8
CE;8
RJ;8
RS;8
RJ;8
RJ;8
SP;8
GO;8
ES;8
GO;8
RJ;8
SC;8
MG;8
SP;8
RN;8
TO;8
SE;8
MG;8
SP;8
SC;8
MG;8
BA;8
MG;8
RJ;8
PI;8
SP;8
MG;8
SC;8
MA;8
RJ;8
MG;8
PB;8
RJ;8
MG;8
MG;8
BA;8
BA;8
GO;8
BA;8
GO;8
MG;8
GO;8
MG;8
GO;8
GO;8
PR;8
RS;8
PR;8
SP;8
PI;8
SP;8
CE;8
CE;8
SC;8
SP;8
MG;8
GO;8
MG;8
RJ;8
RS;8
SC;8
RJ;8
ES;8
GO;8
AL;8
SC;8
SC;8
BA;8
BA;8
BA;8
SP;8
MA;8
MG;8
SC;8
AM;8
MG;8
SC;8
PA;8
RN;8
GO;8
PR;8
SC;8
MA;8
GO;8
GO;8
CE;8
SP;8
GO;8
MG;8
MG;8
RJ;8
TO;8
RJ;8
SC;8
GO;8
SC;8
CE;8
SP;8
DF;8
BA;8
RJ;8
PE;8
PB;8
GO;8
SC;8
PR;8
GO;8
AL;8
ES;8
SP;8
MA;8
RS;8
BA;8
CE;8
MG;8
BA;8
ES;8
RJ;8
RJ;8
RJ;8
SP;8
PE;8
SP;8
RS;8
ES;8
SC;8
CE;8
RO;8
SC;8
SP;8
SC;8
SE;8
PE;7
BA;7
AL;7
GO;7
ES;7
RS;7
ES;7
SP;7
RS;7
SC;7
SC;7
RJ;7
AL;7
ES;7
SC;7
MG;7
PR;7
PE;7
RJ;7
PR;7
MA;7
GO;7
BA;7
CE;7
GO;7
RJ;7
PR;7
PE;7
PE;7
PA;7
CE;7
PR;7
BA;7
AL;7
GO;7
SC;7
MG;7
MG;7
MG;7
SP;7
GO;7
SP;7
MT;7
RN;7
AL;7
RJ;7
RS;7
ES;7
TO;7
MG;7
MG;7
SC;7
RJ;7
MG;7
MG;7
MG;7
MG;7
MG;7
MG;7
MG;7
MG;7
MA;7
RJ;7
BA;7
RJ;7
PE;7
SC;7
PE;7
SC;7
CE;7
AL;7
RJ;7
MG;7
RS;7
SC;7
MA;7
MG;7
MG;7
PI;7
SC;7
TO;7
SP;7
BA;7
RS;7
SP;7
MA;7
BA;7
SP;7
RS;7
ES;7
GO;7
SC;7
RJ;7
MA;7
PA;7
AM;7
PA;7
SP;7
MG;7
TO;7
SC;7
MG;7
CE;7
GO;7
ES;7
MS;7
MA;7
GO;7
PR;7
MG;7
CE;7
PE;6
PE;6
CE;6
CE;6
CE;6
CE;6
RJ;6
SP;6
MG;6
MT;6
SP;6
RJ;6
MG;6
RJ;6
SP;6
RS;6
AM;6
RJ;6
AM;6
MG;6
ES;6
SC;6
RS;6
SC;6
MA;6
GO;6
SC;6
SP;6
TO;6
MG;6
MG;6
MG;6
SP;6
ES;6
TO;6
RJ;6
AM;6
PR;6
SC;6
MG;6
PR;6
CE;6
MG;6
MG;6
PB;6
RJ;6
ES;6
RJ;6
GO;6
SP;6
RS;6
GO;6
PR;6
CE;6
SC;6
SC;6
RJ;6
SC;6
RJ;6
RJ;6
AL;6
RJ;6
RJ;6
BA;6
MA;6
SC;6
PB;6
GO;6
SP;6
MG;6
CE;6
MG;6
RJ;6
GO;6
GO;6
MG;6
SC;6
SE;6
PB;6
RJ;6
GO;6
GO;6
RJ;6
RJ;6
SC;6
MG;6
PB;6
SC;6
SC;6
GO;6
SC;6
PR;6
SE;6
BA;6
SC;6
MT;6
GO;6
MG;6
GO;6
ES;6
MG;6
PR;6
MG;6
MG;6
SC;6
RJ;6
MG;6
ES;6
MG;6
MG;6
MA;6
AL;6
MG;6
AL;6
GO;6
MG;6
MG;6
CE;6
GO;6
PE;6
RN;6
GO;6
GO;6
MG;6
GO;6
PE;6
GO;6
RJ;6
RJ;6
SP;6
GO;6
BA;6
PR;6
CE;6
RJ;6
PR;6
AL;6
RJ;6
RJ;6
SC;6
GO;6
RJ;6
SC;6
RS;6
RJ;6
MG;6
SC;6
GO;6
CE;6
RN;6
AM;6
MG;6
SC;6
SC;6
SC;6
MG;6
MG;6
SC;6
RJ;6
RS;6
BA;6
GO;6
AL;6
MG;6
RJ;6
AM;6
MG;6
ES;6
RN;6
GO;6
CE;6
RJ;6
RJ;6
MG;6
SC;6
BA;6
SC;6
GO;6
RJ;6
SC;6
GO;6
PR;6
SP;6
RJ;6
MA;6
SC;6
SP;6
GO;6
SC;6
SC;6
PE;6
MT;6
DF;6
GO;6
RS;6
PE;6
RN;6
MA;6
MG;6
CE;5
PE;5
GO;5
GO;5
RJ;5
SP;5
RJ;5
SP;5
SP;5
PR;5
AC;5
GO;5
RJ;5
MG;5
BA;5
PE;5
MG;5
CE;5
SP;5
RJ;5
RJ;5
RJ;5
RN;5
RS;5
CE;5
ES;5
RS;5
SC;5
SP;5
RN;5
PA;5
SP;5
SP;5
SC;5
SC;5
GO;5
SC;5
RJ;5
MA;5
MA;5
MS;5
RS;5
RS;5
SP;5
RJ;5
MG;5
PE;5
PR;5
RJ;5
SP;5
MG;5
SP;5
MG;5
MG;5
MG;5
RJ;5
ES;5
GO;5
RJ;5
BA;5
MA;5
PA;5
RJ;5
MG;5
GO;5
SC;5
RJ;5
GO;5
MG;5
ES;5
PI;5
AL;5
AL;5
BA;5
ES;5
ES;5
RS;5
RJ;5
GO;5
SC;5
RS;5
SC;5
SP;5
ES;5
SE;5
MG;5
CE;5
RJ;5
CE;5
CE;5
SP;5
RJ;5
PE;5
GO;5
RJ;5
SP;5
BA;5
RJ;5
RJ;5
SC;5
SP;5
PE;4
GO;4
MS;4
SP;4
CE;4
SP;4
RJ;4
RS;4
PI;4
SP;4
RJ;4
MG;4
MG;4
RJ;4
SC;4
SP;4
MG;4
RS;4
RS;4
MG;4
MG;4
MG;4
BA;4
MG;4
SP;4
RJ;4
GO;4
PR;4
GO;4
GO;4
MG;4
BA;4
CE;4
PE;4
AL;4
MA;4
SP;4
CE;4
PB;4
RS;4
MA;4
CE;4
PR;4
SP;4
SP;4
RS;4
GO;4
RJ;4
SP;4
SC;4
SC;4
CE;4
PA;4
MG;4
SC;4
MG;4
RJ;4
SP;4
MG;4
SP;4
PE;4
RJ;4
MG;4
MG;4
PE;4
MG;4
AL;4
BA;4
BA;4
RS;4
MG;4
PE;4
SC;4
SC;4
SP;4
SC;4
CE;4
CE;4
PE;4
MG;4
SC;4
RJ;4
RR;4
PE;4
AL;4
RJ;4
MG;4
RJ;4
PI;4
RJ;4
RJ;4
SC;4
MG;4
ES;4
SC;4
MS;4
MG;4
MG;4
SC;4
SC;4
GO;4
RS;4
BA;4
SC;4
SC;4
SC;4
SC;4
RJ;4
MG;4
SP;4
BA;4
RS;4
MG;4
SC;4
GO;4
SP;4
SC;4
ES;4
AL;4
RS;4
RJ;4
RJ;4
RJ;4
CE;4
SP;4
RJ;4
GO;4
MG;4
GO;4
GO;4
GO;4
MG;4
PR;4
GO;4
MA;4
SP;4
SP;4
SC;4
SP;4
BA;4
RS;4
SP;4
BA;4
SP;4
SC;4
MG;3
GO;3
MG;3
RJ;3
SC;3
RS;3
RJ;3
RJ;3
MG;3
PE;3
ES;3
MG;3
MT;3
AL;3
RJ;3
RJ;3
PE;3
RJ;3
RJ;3
RJ;3
GO;3
RJ;3
PE;3
GO;3
MG;3
RJ;3
RJ;3
RJ;3
SP;3
DF;3
RJ;3
RJ;3
SP;3
RS;3
RJ;3
ES;3
MA;3
MA;3
RJ;3
SP;3
PE;3
RJ;3
PA;3
RN;3
MT;3
SP;3
RJ;3
PE;3
RJ;3
GO;3
RJ;3
RJ;3
RJ;3
PR;3
GO;3
GO;3
GO;3
SP;3
RJ;3
RJ;3
RS;3
RS;3
RS;3
RJ;3
ES;3
RJ;3
SP;3
BA;3
MG;3
MG;3
RJ;3
SC;3
RJ;3
AL;3
MG;3
SC;3
ES;3
MA;3
MG;3
PB;3
MA;3
PE;3
MG;3
MG;3
RJ;3
GO;3
SP;3
SP;3
RJ;3
PE;3
GO;3
AL;3
PA;3
SP;3
BA;3
SC;3
RS;3
SP;3
CE;2
MG;2
SP;2
PA;2
RJ;2
PR;2
SP;2
RJ;2
SP;2
PE;2
AM;2
SP;2
PB;2
AL;2
BA;2
SC;2
ES;2
RR;2
SC;2
PR;2
CE;2
ES;2
MG;2
MG;2
SP;2
BA;2
PE;2
RJ;2
PI;2
MG;2
MA;2
BA;2
GO;2
GO;2
GO;2
MG;2
RJ;2
RS;2
SP;2
MG;2
RS;2
RJ;2
MG;2
SC;2
SC;2
SC;2
RS;2
CE;2
SC;2
MG;2
PE;2
SC;2
SC;2
BA;2
MG;2
SC;2
SC;2
CE;2
SC;2
MG;2
GO;1
SP;1
SP;1
RJ;1
SP;1
GO;1
SP;1
SP;1
MA;1
MG;1
SC;1
RJ;1
PA;1
MG;1
BA;1
MG;1
ES;1
RN;1
MG;1
SP;1
RS;1
MG;1
PE;1
MG;1
SC;1
SP;1
SP;1
SP;1
GO;1
MG;1
SC;1
SC;1
SP;1
